id	genres	lang	danceability	energy	key	mode	valence	tempo	duration_ms	primary_genre
vjxnK5WWiuZ8cRZ2	ELECTRONIC,ELECTRONIC,SINGER-SONGWRITER	EN	0.508	0.794	0.0	0.0	0.309	150.041	213067	ELECTRONIC
zKr9pHcm9oh69mmB	ELECTRONIC,HOUSE	EN	0.78	0.39	0.0	0.0	0.485	124.005	261142	ELECTRONIC
Fmcokil0C06HOb83	ELECTRONIC	EN	0.464	0.373	7.0	1.0	0.092	80.03	254853	ELECTRONIC
FEvm1V3JSk2DkdbS	GRIME,ELECTRONIC	EN	0.7040000000000001	0.695	0.0	1.0	0.511	144.922	217319	ELECTRONIC
fWYHDbscuIQFXTdz	ELECTRONIC,EXPERIMENTAL,ELECTRO	EN	0.883	0.897	7.0	1.0	0.222	90.015	163840	ELECTRONIC
ntNA43Rt0TXXl1H1	ELECTRONIC,ELECTRO,NEW RAVE,ELECTRONICA	EN	0.403	0.754	0.0	1.0	0.398	136.02100000000002	226467	ELECTRONIC
t9pWkeWbPhKCid9W	ELECTRONIC,LO-FI	EN	0.517	0.7709999999999999	7.0	0.0	0.696	154.966	135253	ELECTRONIC
XoP0eKi98jYxWXHl	ELECTRONICA	EN	0.625	0.6459999999999999	7.0	0.0	0.478	154.977	257598	ELECTRONIC
75ur9UT3Sl8XcHax	ELECTRONIC,EXPERIMENTAL	EN	0.431	0.133	10.0	0.0	0.108	94.14	248720	ELECTRONIC
5QGF5wUX8KBIfC1n	ELECTRONIC,DOWNTEMPO	EN	0.527	0.459	7.0	1.0	0.421	77.03399999999998	265707	ELECTRONIC
Mqk7575s386uHapk	ELECTRONIC	EN	0.627	0.329	6.0	1.0	0.257	89.073	229293	ELECTRONIC
PFnaBzb14qUR7Ah4	ELECTRONIC,HIP HOP,ELECTRONIC	EN	0.84	0.939	4.0	0.0	0.355	107.976	277546	ELECTRONIC
Yj1bM69Gl2gf83wJ	ELECTRONIC,NEW WAVE	EN	0.625	0.742	11.0	0.0	0.508	112.639	332387	ELECTRONIC
mwYLgst3uNpxyZzr	ELECTRONIC,EXPERIMENTAL	EN	0.6829999999999999	0.435	1.0	1.0	0.37	115.038	274373	ELECTRONIC
giW9Q3mD0a0zFJmv	ELECTRONICA	EN	0.8690000000000001	0.627	6.0	0.0	0.8290000000000001	98.981	200667	ELECTRONIC
ssSOM9nfSsLYLtH0	ELECTRONIC,ELECTRONICA	EN	0.449	0.852	5.0	1.0	0.409	90.993	390466	ELECTRONIC
ZYSL88GotwXaZHJk	ELECTRONIC,NEW WAVE,POST-PUNK,NEW WAVE,POST-PUNK	EN	0.848	0.923	4.0	1.0	0.961	127.625	291227	ELECTRONIC
L6IRC5Dn6v1FjMXh	ELECTRONIC,EXPERIMENTAL	EN	0.4270000000000001	0.5920000000000001	2.0	1.0	0.072	116.661	298854	ELECTRONIC
LZq9SJvs3onFjszl	ELECTRONIC,ELECTRONICA	EN	0.573	0.775	4.0	0.0	0.196	127.989	332987	ELECTRONIC
NSmcl9C7VWRkjz2O	ELECTRONIC,EXPERIMENTAL,ELECTRONICA	EN	0.742	0.769	0.0	1.0	0.504	92.022	182880	ELECTRONIC
PI3IWGuwWuGrzNHp	FUNK,ELECTRONIC,DOWNTEMPO	EN	0.41	0.1689999999999999	3.0	1.0	0.208	89.494	311837	ELECTRONIC
YvAYhPHxxvWm2b2t	DOWNTEMPO,ELECTRONIC	EN	0.394	0.197	2.0	0.0	0.228	136.12	186187	ELECTRONIC
jQgIrV8VRujPn6IC	RAP,ELECTRONIC	EN	0.27	0.355	9.0	1.0	0.0561	174.09599999999998	331694	ELECTRONIC
r1Ddy2wqJjUCFsXe	ELECTRONIC	EN	0.665	0.526	4.0	0.0	0.1	90.0	191261	ELECTRONIC
5wVSZXnaFjaJGK3z	HOUSE,ELECTRONIC	EN	0.639	0.836	6.0	1.0	0.564	126.979	234440	ELECTRONIC
z2slX8GI6gB9RQ5m	DOWNTEMPO,ELECTRONIC	EN	0.804	0.474	9.0	0.0	0.487	129.991	220617	ELECTRONIC
onu1ncT91AWXXJiF	EXPERIMENTAL,ELECTRONIC,AVANT-GARDE	EN	0.8	0.024	0.0	0.0	0.309	148.57	505147	ELECTRONIC
WZk9NsK9zECWoYku	AMBIENT,ELECTRONIC,LO-FI,FUTURE GARAGE	EN	0.746	0.0609	9.0	1.0	0.385	124.012	185861	ELECTRONIC
GdPa3qGoStuL9myh	ELECTRONIC,HOUSE	EN	0.703	0.7859999999999999	8.0	1.0	0.475	127.954	199689	ELECTRONIC
U1rxuq7zzWxK5Fpi	DRUM AND BASS,LIQUID FUNK,ELECTRONIC	EN	0.496	0.833	8.0	0.0	0.325	175.023	375842	ELECTRONIC
oqc4hyPtg6mwapwt	ELECTRONIC,DOWNTEMPO,LOUNGE,JAZZ,ELECTRONIC,DOWNTEMPO	EN	0.5529999999999999	0.613	10.0	0.0	0.234	119.984	187217	ELECTRONIC
Am3gXfVE0dZovO4d	EXPERIMENTAL,ELECTRONIC	EN	0.52	0.389	4.0	1.0	0.326	133.113	213000	ELECTRONIC
p3EYeyGMFJUVCUDG	ELECTRONIC,AMBIENT	EN	0.638	0.518	10.0	0.0	0.536	170.072	266813	ELECTRONIC
KoYTXFRKjxOE6tve	RAP,ELECTRONIC	EN	0.6920000000000001	0.4970000000000001	1.0	0.0	0.309	135.02700000000002	241842	ELECTRONIC
jKvrljBithzJSEeq	EBM,INDUSTRIAL,ELECTRONIC	EN	0.557	0.815	1.0	1.0	0.901	131.22899999999998	343493	ELECTRONIC
ZYRuuiFx0iOpNxLl	HARDSTYLE,ELECTRONIC	EN	0.529	0.924	11.0	0.0	0.208	149.94299999999996	278400	ELECTRONIC
n3NV2N2OYpvfJ5PD	ELECTRONIC,REMIX,ELECTRONIC,NEW RAVE	EN	0.83	0.7140000000000001	11.0	0.0	0.957	121.041	289607	ELECTRONIC
LInuuaoUJ4wn5ftC	ELECTRO,ELECTRONICA	EN	0.5329999999999999	0.992	7.0	1.0	0.306	132.981	222427	ELECTRONIC
Ze5VVCw9rV4ARnyn	ELECTRONIC,DUBSTEP	EN	0.64	0.821	1.0	1.0	0.665	85.007	197294	ELECTRONIC
WVaKLIKUCW2dZ9zS	ELECTRONIC,ELECTRONIC	EN	0.527	0.785	5.0	1.0	0.503	149.94	281320	ELECTRONIC
KYjM7r2aZO8ftv5E	TECHNO,TRANCE,ELECTRONIC	EN	0.583	0.991	3.0	0.0	0.527	145.024	179093	ELECTRONIC
kiDyY4oNj5HEHwQj	SINGER-SONGWRITER,ELECTRONIC	EN	0.622	0.406	3.0	0.0	0.194	160.02	211000	ELECTRONIC
Jiwk7Zvbp3lEVnAb	ELECTRONIC,DUBSTEP,EXPERIMENTAL	EN	0.795	0.631	10.0	0.0	0.804	139.975	277480	ELECTRONIC
HI8a4DQHyQZSCXZ9	ELECTRONIC,HOUSE	EN	0.722	0.721	9.0	0.0	0.645	123.488	236293	ELECTRONIC
Kqf9hJdu2LwOJkPl	ELECTRONIC,DOWNTEMPO,ELECTRONICA	EN	0.684	0.684	1.0	1.0	0.616	113.988	282240	ELECTRONIC
rak5NoU6uxh356S0	DUBSTEP,ELECTRONIC,BROSTEP	EN	0.7709999999999999	0.65	0.0	1.0	0.396	86.986	174145	ELECTRONIC
KRBkj08fHXfvu6D8	ELECTRONIC,BIG BEAT,ELECTRONICA,HOUSE	EN	0.5720000000000001	0.862	7.0	1.0	0.111	124.708	387707	ELECTRONIC
ldue2k1eVOVofdlO	ELECTRONIC,ELECTROCLASH	EN	0.51	0.936	8.0	1.0	0.804	164.016	170013	ELECTRONIC
4bJX42VvFBT4r51X	AMBIENT,DARK AMBIENT,EXPERIMENTAL,ELECTRONIC	EN	0.154	0.463	0.0	0.0	0.165	97.089	222893	ELECTRONIC
d6qaHPQUL2NMcPOT	ELECTRONIC,SHOEGAZE,CHILLWAVE	EN	0.518	0.768	10.0	1.0	0.301	119.958	222120	ELECTRONIC
xeuqdL3dNeZCSH46	ELECTRONIC,ELECTRONICA	EN	0.7709999999999999	0.679	8.0	1.0	0.674	126.932	227973	ELECTRONIC
qa0uBpE5QmBMoI04	EXPERIMENTAL,INDUSTRIAL,DARK AMBIENT,AMBIENT,ELECTRONIC	EN	0.654	0.31	7.0	1.0	0.41	99.997	611267	ELECTRONIC
mbGpdMW3pGfwYXRW	POST-HARDCORE,POST-HARDCORE,ELECTRONIC,TRANCECORE	EN	0.514	0.918	1.0	0.0	0.27	125.033	222720	ELECTRONIC
pUOJqdTzusX1OnPZ	HOUSE,ELECTRONIC,TRANCE	EN	0.794	0.809	6.0	0.0	0.777	121.032	210025	ELECTRONIC
U4Ro78RJowK46gqM	ELECTRONIC,DRUM AND BASS,ELECTRO,ELECTRONIC,DRUM AND BASS	EN	0.454	0.804	4.0	0.0	0.344	80.98	173448	ELECTRONIC
BkTdTDjLs0Aq3eqH	ELECTRONIC	EN	0.462	0.799	4.0	1.0	0.358	175.96400000000003	238227	ELECTRONIC
VpgVd3wlElnG1JfP	ELECTRONIC,EASY LISTENING,SINGER-SONGWRITER	EN	0.7140000000000001	0.627	11.0	0.0	0.807	126.32	300773	ELECTRONIC
iU2ozBmOTnR4hl69	ELECTRONIC,EXPERIMENTAL	EN	0.321	0.6970000000000001	1.0	0.0	0.234	146.161	305667	ELECTRONIC
P5pItS5tIFgDz3DI	ELECTRONIC	EN	0.752	0.763	1.0	1.0	0.593	121.992	162947	ELECTRONIC
QgUXpmMME7K6Qsp7	ELECTRONIC,UK GARAGE	EN	0.851	0.75	2.0	1.0	0.526	124.01	351606	ELECTRONIC
pKKWSRBGCXy9RWw2	ELECTRONIC,EXPERIMENTAL	EN	0.67	0.826	0.0	1.0	0.0826	121.037	236880	ELECTRONIC
T25sOQFGjGgy1DCm	ELECTRONIC,ELECTRONICA	EN	0.722	0.894	7.0	1.0	0.396	113.003	390013	ELECTRONIC
v1QtmgMm1Zhe3crW	ELECTRONIC,EXPERIMENTAL	EN	0.3720000000000001	0.392	4.0	1.0	0.0571	87.884	323301	ELECTRONIC
0U5lbGWx8kJ0el7g	HOUSE,DEEP HOUSE,ELECTRONIC	EN	0.682	0.764	1.0	1.0	0.644	125.003	203440	ELECTRONIC
IWvV1x3BPWjDwGJB	SHOEGAZE,ELECTRONIC	EN	0.357	0.631	9.0	1.0	0.0362	179.967	218320	ELECTRONIC
mdfB4UBZJkYZVtB8	8-BIT,ELECTRONIC,EXPERIMENTAL,PUNK	EN	0.507	0.585	2.0	0.0	0.439	125.987	222564	ELECTRONIC
TvyK48kBK3S8XOXD	ELECTRONIC,BIG BEAT,ELECTRONICA	EN	0.5820000000000001	0.958	0.0	1.0	0.551	132.626	222840	ELECTRONIC
lQUJvukizipWC574	ELECTRONIC	EN	0.41	0.79	3.0	0.0	0.075	93.964	280973	ELECTRONIC
yVVtbIaWHhTzsIFp	ELECTRONIC,ALTERNATIVE DANCE	EN	0.482	0.805	2.0	1.0	0.6409999999999999	126.962	206213	ELECTRONIC
QQ9JNvyH0RIMEIc6	ELECTRONIC,HOUSE	EN	0.852	0.591	7.0	1.0	0.467	104.373	264547	ELECTRONIC
MZeEySXLOFHFZ2S5	ELECTRONIC,HARDCORE,ALTERNATIVE METAL,EMO,METALCORE,POST-HARDCORE	EN	0.464	0.883	8.0	1.0	0.12	155.138	220589	ELECTRONIC
ExOxzyj97q4Q6B8w	DOWNTEMPO,ELECTRONIC,TRIP HOP	EN	0.807	0.377	1.0	1.0	0.63	87.22399999999998	266467	ELECTRONIC
E3wAqF2yUG19Ugsf	ELECTRONIC,ELECTRO,ELECTRONICA	EN	0.583	0.6659999999999999	9.0	0.0	0.11	121.709	401253	ELECTRONIC
W6l3uBiMIPJIrT0F	ELECTRONIC,ELECTRONIC	EN	0.907	0.6559999999999999	4.0	0.0	0.551	108.262	223213	ELECTRONIC
QXL27mH002kXbIfJ	ELECTRONIC	EN	0.519	0.4370000000000001	7.0	0.0	0.0356	134.933	321360	ELECTRONIC
3Sb125b4eJGQn9QP	ELECTRONIC,ELECTRONICA,ELECTRONIC	EN	0.6729999999999999	0.48	9.0	0.0	0.885	123.278	69440	ELECTRONIC
CBVBdR0eI0zGSTvz	EMO,ELECTRONIC,EMO RAP	EN	0.6609999999999999	0.6579999999999999	6.0	0.0	0.6	147.991	130693	ELECTRONIC
m4YWlNGXTa8Wwjp7	ELECTRONIC,CRUNK,ELECTRONICA,RAP	EN	0.648	0.6629999999999999	5.0	1.0	0.688	80.045	202480	ELECTRONIC
5e02R988TJ10sWNz	ELECTRONIC,DOWNTEMPO,AMBIENT	EN	0.637	0.49	4.0	0.0	0.247	133.414	192240	ELECTRONIC
2OThghBSooqkWYAY	EXPERIMENTAL,PUNK,ELECTRONIC,AVANT-GARDE,POST-PUNK	EN	0.6970000000000001	0.422	11.0	1.0	0.484	141.60299999999995	264427	ELECTRONIC
yrcHStxnGjT6yLpp	EXPERIMENTAL,ELECTRONIC	EN	0.679	0.411	0.0	1.0	0.4370000000000001	140.661	275333	ELECTRONIC
YNkPtN1UVDMj74FT	POST-HARDCORE,ELECTRONIC,TRANCECORE,EXPERIMENTAL	EN	0.3720000000000001	0.89	0.0	1.0	0.275	124.957	237760	ELECTRONIC
tmsRaK7nxkYvIfUq	HOUSE,ELECTRONIC,ELECTRO,ELECTRONIC,ELECTRO	EN	0.642	0.695	2.0	1.0	0.276	100.454	193471	ELECTRONIC
S9Q5jj70XllAPR0Z	DEEP HOUSE,HOUSE,ELECTRONIC,NU DISCO	EN	0.93	0.483	3.0	1.0	0.57	120.022	204992	ELECTRONIC
yXtLBwhJPJqXAJTn	ELECTRONIC,HOUSE,ELECTRONIC,HOUSE	EN	0.762	0.632	11.0	1.0	0.794	102.994	200787	ELECTRONIC
iCIFX4qzNK0OhIyX	TECHNO,DUBSTEP,ELECTRONIC,TECHNO	EN	0.727	0.59	1.0	1.0	0.28	128.0	341560	ELECTRONIC
iizCPbXKG3oNqkAW	ELECTRONIC	EN	0.64	0.875	0.0	1.0	0.27	104.974	276853	ELECTRONIC
bRjbNnyPyWsRSu8B	NOISE,ELECTRONIC,INDUSTRIAL,ELECTROCLASH	EN	0.662	0.448	1.0	1.0	0.626	127.97	176500	ELECTRONIC
hHkOjXysflqA60mK	INDUSTRIAL,EBM,ELECTRO-INDUSTRIAL,EBM,INDUSTRIAL,ELECTRONIC	EN	0.394	0.986	8.0	1.0	0.58	164.03900000000004	182492	ELECTRONIC
vAsTthSygS3kBH8o	ELECTRONIC,TECHNO,ELECTRONICA	EN	0.604	0.913	11.0	1.0	0.555	149.997	302507	ELECTRONIC
Eu0ANa9bhb9a1POr	ELECTRONIC,ELECTROCLASH,ELECTRO,ELECTRONICA	EN	0.481	0.958	7.0	1.0	0.542	129.99200000000002	248333	ELECTRONIC
9R1cIVbrUnZSTeXv	ELECTRONIC,NEW WAVE	EN	0.684	0.546	0.0	1.0	0.6609999999999999	99.116	268773	ELECTRONIC
tBrjAsritRWOTQgC	HOUSE,ELECTRONIC	EN	0.691	0.847	8.0	1.0	0.351	126.988	413373	ELECTRONIC
EUhS64EkbxHO59ec	CHILLWAVE,CHILLWAVE,ELECTRONIC,LO-FI	EN	0.594	0.6859999999999999	11.0	0.0	0.103	104.989	240160	ELECTRONIC
bPyleu10P4y8h1Cm	DANCEHALL,ELECTRONIC,REGGAE,DUB,ELECTRO	EN	0.542	0.961	6.0	0.0	0.407	159.915	237653	ELECTRONIC
wYlvTTYrB2n4fLkD	SOUL,SOUL,ELECTRONIC	EN	0.7959999999999999	0.365	9.0	0.0	0.22	134.009	188893	ELECTRONIC
0c2b9r9kEYreTW3y	ELECTRONICA,JAZZ	EN	0.621	0.2	1.0	1.0	0.637	126.155	159000	ELECTRONIC
uRB7N0PizvDC4ywN	ELECTRONIC	EN	0.5379999999999999	0.655	0.0	0.0	0.438	89.601	248760	ELECTRONIC
SjUADEzoxHiXTfGq	ELECTRONIC	EN	0.703	0.696	9.0	1.0	0.773	133.971	217933	ELECTRONIC
cuZSydISrGA402Gi	ELECTRONIC,HOUSE	EN	0.647	0.762	0.0	1.0	0.451	120.832	285596	ELECTRONIC
m3RSnKTVOfhBQe1z	ELECTRONIC,TECHNO,BREAKBEAT	EN	0.653	0.975	1.0	1.0	0.5479999999999999	124.669	247200	ELECTRONIC
Fu6wmPs1hml4DWE1	DISCO,ELECTRONIC	EN	0.654	0.955	2.0	0.0	0.967	128.005	210000	ELECTRONIC
R1xR8T9ncUi25pHH	ELECTRONIC,DOWNTEMPO	EN	0.629	0.6970000000000001	6.0	1.0	0.8440000000000001	162.266	364347	ELECTRONIC
w6GN9nUvjemBlq8y	ELECTRONIC,EDM	EN	0.599	0.897	0.0	1.0	0.931	156.016	190769	ELECTRONIC
ndp9Mw9v9U3X4hLs	HOUSE,ELECTRONIC,ELECTRO	EN	0.72	0.469	11.0	1.0	0.369	121.028	226120	ELECTRONIC
qAoQssEPycUJUW0q	ELECTRONIC,HOUSE	EN	0.716	0.648	8.0	0.0	0.789	104.022	290240	ELECTRONIC
3hfNCTXa9kGoG7b2	ELECTRONIC	EN	0.825	0.435	1.0	1.0	0.243	119.038	259102	ELECTRONIC
W88QK2BVI0L2Vc1G	ELECTRONIC	EN	0.83	0.403	10.0	0.0	0.4	124.001	376079	ELECTRONIC
MnjLBWYT2W1Eo04f	ELECTRONIC,HOUSE,ELECTRO	EN	0.706	0.974	5.0	1.0	0.902	160.001	102158	ELECTRONIC
Yt5S8BgnxqxD22eB	ELECTRONIC,HOUSE,DUBSTEP,GLITCH	EN	0.7909999999999999	0.708	3.0	1.0	0.618	127.987	250147	ELECTRONIC
yY3wA5gAC2EQQmEk	ELECTRONIC,SHOEGAZE,AMBIENT,ELECTRONICA	EN	0.399	0.7609999999999999	9.0	1.0	0.243	140.084	304907	ELECTRONIC
Ja95Z2TdgYRS13JW	ELECTRONIC	EN	0.6459999999999999	0.726	3.0	1.0	0.588	124.976	238907	ELECTRONIC
m1KFEYAgrqVtkdP5	ELECTRONIC,HOUSE,DEEP HOUSE	EN	0.845	0.721	7.0	0.0	0.188	122.958	251987	ELECTRONIC
PtyyI63REyhuqMxR	ELECTRO,ELECTRONIC,ELECTRONICA,ELECTROCLASH,ELECTRONIC,ELECTRO	EN	0.691	0.912	10.0	0.0	0.68	126.977	223867	ELECTRONIC
4ZpYC6TeCCkzasQF	ELECTRONIC	EN	0.402	0.843	2.0	0.0	0.245	84.085	208267	ELECTRONIC
fRG5c9LAEpvTMEKN	ELECTRONIC	EN	0.386	0.445	11.0	0.0	0.188	77.881	239267	ELECTRONIC
cghflyZrJKnPMYOE	ELECTRONIC,TECHNO,ELECTRONIC,TECHNO	EN	0.713	0.369	6.0	1.0	0.885	98.74	255500	ELECTRONIC
z9pAEzvHKcwTiyYN	EXPERIMENTAL,AMBIENT,ELECTRONIC	EN	0.329	0.722	8.0	1.0	0.064	146.464	229216	ELECTRONIC
V6UNgp7xhob83ATX	ELECTRONIC	EN	0.643	0.416	4.0	1.0	0.622	191.821	190013	ELECTRONIC
MBxYEctkWRQm38cu	ELECTRONIC	EN	0.51	0.861	4.0	0.0	0.623	93.049	286520	ELECTRONIC
gN4JUqdVqqVKlY9M	HOUSE,ELECTRONIC	EN	0.725	0.918	10.0	0.0	0.201	125.009	230400	ELECTRONIC
8beJCGexhOC3xWns	ELECTRONIC	EN	0.675	0.889	0.0	1.0	0.65	115.013	340947	ELECTRONIC
s5EzGuoCbtSkLOZM	ELECTRONIC,HOUSE,ELECTRO	EN	0.639	0.92	7.0	1.0	0.311	149.863	186873	ELECTRONIC
pPUhF3Sf5YuljQxb	ELECTRONIC,DOWNTEMPO	EN	0.547	0.439	3.0	0.0	0.127	125.918	293756	ELECTRONIC
ZwTOZ6HF7dKHIVg1	RAP,HIP HOP,ELECTRONIC,ELECTRONICA	EN	0.607	0.922	3.0	0.0	0.586	180.023	295669	ELECTRONIC
cJtt3JLJ2WFlER6q	HOUSE,ELECTRONIC	EN	0.443	0.4970000000000001	0.0	0.0	0.517	115.239	341724	ELECTRONIC
Jm0H2VHmh2s1aZXs	ELECTRONIC,RAP	EN	0.6409999999999999	0.8029999999999999	11.0	0.0	0.476	155.009	176883	ELECTRONIC
zIjfdUYizWAKruc3	EBM,INDUSTRIAL,ELECTRONIC	EN	0.422	0.6729999999999999	2.0	1.0	0.322	179.93099999999995	345491	ELECTRONIC
ilTjtDlAnSIdpBN7	HIP HOP,ELECTRONIC,BEATS	EN	0.4370000000000001	0.173	3.0	0.0	0.0656	63.03100000000001	152500	ELECTRONIC
1QQlmxo1sN75uIaW	AMBIENT,AMBIENT,ELECTRONIC,EXPERIMENTAL	EN	0.303	0.291	5.0	1.0	0.197	111.327	265253	ELECTRONIC
HMyRy6Veqbr0Cbtp	ELECTRONIC,EXPERIMENTAL	EN	0.298	0.394	2.0	1.0	0.185	108.044	317387	ELECTRONIC
mGBGkC8gR7j97MzD	ELECTRONIC	EN	0.639	0.8059999999999999	11.0	0.0	0.596	114.937	283933	ELECTRONIC
WMqtAFlWTd5P7SUZ	EXPERIMENTAL,ELECTRONIC	EN	0.388	0.5	8.0	1.0	0.227	123.972	264669	ELECTRONIC
du8ExHdf8y53qfeS	ELECTRONICA,MINIMAL TECHNO	EN	0.685	0.784	11.0	1.0	0.7659999999999999	140.002	235787	ELECTRONIC
Pk2dvqU8cnutBoI5	ELECTRONIC	EN	0.669	0.6609999999999999	6.0	0.0	0.3720000000000001	112.03	201099	ELECTRONIC
IopbvgoSKqitWBIp	ELECTRONIC,DOWNTEMPO	EN	0.568	0.5870000000000001	9.0	0.0	0.038	128.00799999999998	373930	ELECTRONIC
9CHzAeSHv9tWaIXW	ELECTRONIC	EN	0.481	0.409	1.0	1.0	0.232	119.756	305560	ELECTRONIC
6zxFzbUMXvogpIrj	INDUSTRIAL,ELECTRONIC	EN	0.545	0.841	11.0	0.0	0.524	116.033	200040	ELECTRONIC
od7kcktVIBcH3iPE	INDIETRONICA,ELECTRONIC,DEEP HOUSE	EN	0.6729999999999999	0.445	0.0	1.0	0.132	118.005	240427	ELECTRONIC
CVjgklJR38KAPDnh	ELECTRONICA	EN	0.695	0.733	8.0	1.0	0.413	121.981	201896	ELECTRONIC
WMIfXQFwXkJkSD6G	ELECTRONIC,ELECTRO HOUSE	EN	0.575	0.802	4.0	0.0	0.25	126.998	192720	ELECTRONIC
HSYGwegzgkUQCHM2	ELECTRONIC,EMO,EMOCORE,METALCORE,POST-HARDCORE,TRANCECORE	EN	0.221	0.8059999999999999	6.0	1.0	0.21	174.87900000000005	149499	ELECTRONIC
Hl0RFXDA25bacrSi	ELECTRONIC	EN	0.516	0.443	7.0	0.0	0.357	79.90100000000002	235467	ELECTRONIC
73h1LHjrfdEjKRL3	ELECTRONIC,EXPERIMENTAL,AMBIENT	EN	0.5429999999999999	0.536	1.0	1.0	0.505	79.39699999999998	264289	ELECTRONIC
Ahzzze5LaGIYCn34	EXPERIMENTAL,POST-HARDCORE,ELECTRONIC,EXPERIMENTAL,POST-HARDCORE,ELECTRONIC	EN	0.479	0.927	7.0	1.0	0.187	130.013	241667	ELECTRONIC
lFmbVtPU7eiWIEUy	INDUSTRIAL,POWER ELECTRONICS,NOISE,PUNK,ELECTRO-INDUSTRIAL	EN	0.443	0.871	9.0	0.0	0.378	75.003	112022	ELECTRONIC
QRCmbYfchz3dJaP8	ELECTRONIC,VAPORWAVE	EN	0.617	0.945	1.0	0.0	0.6659999999999999	119.912	120120	ELECTRONIC
vqMO9JZVn6NFxldV	ELECTRONIC	EN	0.261	0.259	7.0	1.0	0.064	66.743	186120	ELECTRONIC
ZPOKnhSyBHe1I6ZG	ELECTRO HOUSE,HOUSE,ELECTRONIC,ELECTRO	EN	0.6709999999999999	0.97	9.0	1.0	0.0397	128.078	298600	ELECTRONIC
nckqZ1CNENkznXY4	NEW AGE,AMBIENT,ELECTRONIC	EN	0.488	0.708	9.0	1.0	0.431	90.051	306067	ELECTRONIC
8R8vMDuQKF1ALr3s	ELECTRONIC,TECHNO,HOUSE,ELECTRONICA	EN	0.581	0.897	10.0	0.0	0.677	134.997	548560	ELECTRONIC
F8D2Z8zhnf3qC1FS	ELECTRONIC	EN	0.911	0.551	7.0	1.0	0.733	124.961	251947	ELECTRONIC
AxbUGEy8NnIPDMew	ELECTRONIC,TURNTABLISM,EXPERIMENTAL,ELECTRONICA	EN	0.711	0.905	6.0	1.0	0.4370000000000001	98.931	288347	ELECTRONIC
QFhstigS9Te3BUNN	REMIX,ELECTRONIC	EN	0.574	0.7859999999999999	10.0	0.0	0.55	120.016	265333	ELECTRONIC
U9vo5LiEHh7NJiGZ	ELECTRONIC	EN	0.65	0.975	1.0	1.0	0.906	119.989	243200	ELECTRONIC
oDSG1I7zeZerVfwA	ELECTRONIC	EN	0.499	0.474	3.0	1.0	0.171	74.98100000000002	210533	ELECTRONIC
wzuYzk4MMHKelH4r	HOUSE,ELECTRONIC,ELECTRONICA	EN	0.7879999999999999	0.8640000000000001	11.0	0.0	0.825	123.998	189677	ELECTRONIC
GeqCdY984QXrf1RO	ELECTRONIC	EN	0.821	0.399	6.0	1.0	0.546	83.07799999999997	154640	ELECTRONIC
dWqF6CYXbx2jYusC	ELECTRONIC,RAP	EN	0.716	0.946	1.0	1.0	0.5870000000000001	139.94299999999998	200571	ELECTRONIC
yMdnm3GvX9vwbnfu	ELECTRONIC,AMBIENT,ELECTRONICA	EN	0.69	0.332	5.0	0.0	0.477	148.025	160000	ELECTRONIC
2RGx7dK65CGiZ8M4	TRANCE,ELECTRONIC,HOUSE,PROGRESSIVE TRANCE	EN	0.6990000000000001	0.696	6.0	0.0	0.0979	128.012	308932	ELECTRONIC
C3OMDzB7Pz2AFdyW	AMBIENT,NEW AGE,ELECTRONIC,VOCAL TRANCE	EN	0.653	0.7759999999999999	4.0	0.0	0.85	102.829	257893	ELECTRONIC
zj8qFmeHE5EXp1AY	GRIME,ELECTRONIC	EN	0.622	0.885	1.0	1.0	0.353	141.743	249600	ELECTRONIC
3Es2RmtAXVSru7IG	ELECTRONIC,EXPERIMENTAL	EN	0.684	0.7509999999999999	7.0	0.0	0.894	96.522	127133	ELECTRONIC
BTUarBTvJcdMJgWv	ELECTRONIC	EN	0.505	0.75	7.0	1.0	0.241	132.003	180493	ELECTRONIC
Nwdwx1ZWqT40QO0K	ELECTRONIC	EN	0.629	0.943	0.0	1.0	0.843	130.02200000000002	212747	ELECTRONIC
NKv0z61yoRsPijNc	SOUL,ELECTRONIC	EN	0.436	0.306	11.0	0.0	0.355	95.337	245619	ELECTRONIC
O3CWHdlVzGXcWIT4	SOUL,ELECTRONIC	EN	0.684	0.604	8.0	1.0	0.855	150.023	230400	ELECTRONIC
GSGoGWG0KW4UDDOg	DUBSTEP,ELECTRONIC	EN	0.318	0.836	6.0	0.0	0.382	182.394	256307	ELECTRONIC
7t84tTUQqoUhewpK	NEW AGE,AMBIENT,ELECTRONIC	EN	0.256	0.617	4.0	0.0	0.18	147.782	347827	ELECTRONIC
p4dOTGBjTexjgFxv	ELECTRONIC,PUNK	EN	0.609	0.7020000000000001	0.0	1.0	0.39	94.991	221866	ELECTRONIC
tfx363AR45EMAkRH	ELECTRONIC	EN	0.595	0.86	5.0	1.0	0.647	138.918	191253	ELECTRONIC
ezDice9ddK0f2bzl	INDUSTRIAL,ELECTRONIC,EXPERIMENTAL	EN	0.79	0.396	9.0	1.0	0.212	92.009	292400	ELECTRONIC
CNbFUsZQwH9yKJxD	EXPERIMENTAL,FREAK FOLK,ELECTRONIC	EN	0.291	0.521	1.0	0.0	0.364	109.079	306662	ELECTRONIC
