id	tags
2QM5igXwdTT9MZ5i	2013,folk,brazilian,indie
2QOcB4UStpA4QbJH	electronic,sexy,alternative,synthpop,electroclash,electronic,synthpop,alternative
2QQRPJCs3PrqrP0s	alternative rock,2013,britpop,10s
2QTNSc2Ni4snmZ3M	hard rock,rock,progressive metal,power metal,heavy metal,rock and roll
2QYvwWjZoLSecjdF	female vocalists,rock,alternative,90s,soundtrack
2QZW030V8ntbhPyq	rnb,aaliyah,soul,female vocalists,sexy,rnb,soul,female vocalists
2QaQ9QJ0tSrSJxPk	experimental,noise rock,lo-fi,synth punk,rock
2Qc6071xvfhWH2T2	indie rock,indie,dream pop,2012,indie pop,indie rock,indie,dream pop
2QeCfhx1O8zv0m3o	rock,classic rock,dire straits,80s,guitar
2QenuvvCjR52U7CP	metalcore,hardcore,metal,deathcore
2QhogNZ34sNysPF1	post-hardcore,screamo,metalcore,hardcore,emocore
2QjBaiCeX5bxuQm3	pop,electronic,female vocalists,synthpop,xenomania
2QnwP7zdfKxsiDRt	pop,electropop,synthpop,alternative rnb
2QonsnOn5Tc7Rt5h	rock en espanol,love,rock,80s,el rito
2QrF1QUDsiLTLkx9	electronic,dance
2Qv38tEscl27ywcl	metalcore,hardcore,metal
2QzbZIYlEVL5nR7U	folk,acoustic,indie folk,singer-songwriter,folk,singer-songwriter,indie folk
2R0e2QDRVUiUOJYm	indie,british,2016,indie rock,alternative,britpop
2R24LpSA0FnIBS6E	pop punk,rock,pop rock,alternative
2R51cmBwiC1LKCVe	love metal,gothic rock,rock,finnish,metal
2R6QChB5ikf3Mke8	lovedbybeyondwithin,shoegaze,trip-hop,triphop
2RAfk7Tehx5ScSNx	symphonic metal,gothic metal,female fronted metal,gothic
2RAhMMNdEXyk2C15	industrial,industrial metal,metal,rock,gothic metal
2RCiXlqfzBgsPjRp	hip-hop,rap,post-nerdcore
2REUDVJygjr5PUfY	singer-songwriter,rock,alternative rock,live,2017,contemporary
2REbd6rDwWbuuzp3	lo-fi,shoegaze,dream pop,psychedelic,indie,ethereal
2RG7M4B24tlLUAuy	synthpop,pop,dance-pop
2RGx7dK65CGiZ8M4	trance,electronic,house,progressive trance
2ROOBr3KX6LU7qa4	synthpop,gothic metal,rock,8 of 10 stars,metal,gothic metal,doom metal,metal
2RQ0CajdgNnZKDcY	trance,vocal trance,melodic trance
2RUlVBjSbf6s7R8l	funk metal,alternative rock,primus,alternative
2RVoHqeOJnbSd36X	folk,rock,singer-songwriter,the complete one
2RYVG4A166c0ccWI	progressive metal,progressive rock
2RaAsaknjMyV5dKR	electroclash,dance
2RcsNSMvmpugDVWf	instrumental,industrial,industrial rock,rock,alternative
2RdvHLCymxaSVuVq	latin,male vocalists,spanish,latin pop
2RflKM4rIJxnZzlk	blues,delta blues,classic blues
2RgPyroR10XSHhEt	bossa nova,brasil,samba,brazilian
2RkOlsh3tMgsXOrn	americana,alt-country,acoustic,new weird america
2Rq61NDi5hsFLt4z	rnb,pop,r&amp;b,beyonce,sia,rnb,pop,female vocalists
2Rr1SVw1tvcTvoEI	90s,indie,madchester,alternative,1990,manchester
2Rv3k8EDt2qaeyQ6	rock,alt rock,alternative,alternative rock,indie rock
2RyRd6hpxOgi6G4r	indie,pop,alternative,electronic,indie pop,aussie
2Rz5J5I9eLTOhBN2	grindcore,hardcore,2step
2S0xjAwBWffHXzRR	pop,singer-songwriter,rock,70s,pop rock
2S48l4G2bEbg9F9z	indie,love,indie rock,atlanta
2S5j1hlh00w0URdC	spanish,pop,female vocalists,latin,pop espanol
2S9Tq0XzZ7iAovKv	60s,oldies,baroque pop
2S9aiQGJCINwKFx7	hip-hop,new york,hip-hop,underground hip-hop,rap
2SGJM1LVU7HfNGCC	mpb,bossa nova,samba,1965
2SIK5SzykzFAZXtU	a cappella,pop,music,acapella,futuristic,ptx
2SMMgMwakRQrJ6fm	hard rock,classic rock
2SQ6oRik2TPnzk1E	rock,progressive rock,classic rock,pink floyd
2SU69B5LBuu0yBUc	classic rock,60s,rock,pop,the beatles,british
2SVQHib1g7OaHju4	hip hop,reggae,rap,hip-hop,hip hop,reggae,rap
2SYj5Gbp2vxOVCda	rock gaucho,rock,brasil,indie,brazilian rock,rock gaucho,rock,brasil
2SYxfZHoCClyUBEQ	indie,how i learned to stop worrying and love postmodernism,shoegaze,indie rock,00s,next time i float in outer space i will listen to this
2Sg3ptwe7ZvHsdvT	metalcore,metal,hard rock,avenged sevenfold
2SgfXDAReFspQEpI	punk rock,punk,pop punk,rock
2SjcO32bx4PvUoEO	k-pop,korean,female vocalists,kpop,dance,k-pop,korean,female vocalists
2SkJFWotrTGQsmdv	gothic metal,doom metal,female fronted metal
2SkudhTXFJjl4WRV	romantic,love,soul,lionel richie
2SlELApss5l8wkqU	alternative metal,industrial rock
2Spf61kL0sRWv7vt	pop,pop rock,hilary duff,female vocalists
2SpjM5Bheu38QBeS	dance,electronic,hip-hop,pop,black eyed peas
2SqLjAbk2OduJPbi	pop,singer-songwriter,teen pop
2SsOwKF3YUZjbRs4	hardcore,hardcore punk,post-hardcore,post hardcore
2SsX4ycdD5bjiUiE	trip-hop,electronic,female vocalists
2SxdIsPyOFQlDfBE	indie rock,rock,british,alternative rock,indie,alternative
2SyEl0KN81ZNJ5jL	rock,reggae,argentina,cool,rock argentino,rock en espanol
2SzFHeKKtra5uk1z	progressive rock,classic rock,rock,british,2003,1001 albums you must hear before you die
2SzJ427r669uTB8O	acoustic,chillout,folk,singer-songwriter
2SzMv8cKu6sb9Lc6	new wave,electronic,1979,80s
2T2Z44tgt5EBFxXi	drum and bass,dnb,perfect,lovely
2T2pcoHyc684HbhH	female vocalists,indie,singer-songwriter,canadian,folk,feist
2T5yzPMtVGHAUcBf	pop,sweden
2TAZAsRTomiImG8w	black metal,atmospheric black metal,doom metal,folk metal
2TCC3g6wYTXsdfql	djmfmylovedmusic,jazz-disco,soul,70s
2TD6tSmdzdwUORiH	77davez-all-tracks,ambient
2TDrCGe3ABF0eOoS	soul,60s,oldies,blues
2TE7EdTt2FyLWLUs	relax,pop,uk,uk pop,pop,british,britpop
2TI0HXx7Y2yIJBMj	lo-fi,indie,indie rock,chillout
2TJS3a7dU5ohrwMl	soul,swedish
2TKKRMjF8Sg4f9xc	indie rock,indie,shoegaze,alternative,2015,rock
2TN2WiSEJBVXmGpD	hardcore
2TQBODQ5MGNgyv0D	axe,female vocalists,mpb,brazilian,ivete sangalo,pop
2TQlg2DEOnlU2iD4	post-hardcore,alternative rock,pop punk,easycore
2TTOMycUpBa5A8ra	alternative,rock
2TUJFzg0WKXtgw5g	electronic,awesome,glitch pop
2TbV5dQdXWZBnD2p	screamo,punk
2TehK7kqKZvKm339	black metal,thrash metal
2TfEodW0RX2A2ssa	indie,indie pop,psychedelic pop,2017 single
2ThFk0fHDJerlkSG	progressive rock,classic rock,rock,psychedelic rock,70s
2TkFfZ8YyoLOmss5	folk rock
2TpaPBVSfUrI2vaI	celtic,new age,folk,female vocalists,ethereal
2Tr1mq2PuCogAXUo	90s,britpop,indie,rock,alternative
2TrQ495HKq68VrdL	hard rock,rocking out,alternative metal,rock
2TtJVSxF1Rqd6Zby	contemporary classical,neoclassical,modern classical,post-classical,piano,contemporary
2Tud1sKdzCfsgNuO	punk
2TueNHF8pz6OWgp6	experimental,indie,freak folk,folk,indie rock
2TwyzwjTVtRbimtz	soul,60s,doo wop,rock n roll,gh10,fh projex
2U3LDUt43mtYvH7m	progressive rock,psychedelic rock,space rock,porcupine tree
2U3aOtjIYgCicjmy	instrumental,ambient,experimental,90s
2U70pfHTHFMQprTw	broadway,showtunes,sutton foster
2U8CMlSY7kyoMsjm	pop,rock,disney,pop rock
2UB8eOcgXwRgphd7	industrial,industrial metal,metal,glam rock,rock,industrial metal,industrial,metal
2UD2b5uapJ9QZlyk	darkwave,post-punk
2UD3xlgUwbbTpK9U	rnb,soul,pop,female vocalists,hip-hop
2UERU9OtlparwTgg	mpb,paulo ricardo,love,brasil
2UIzqIN8fjPGEhmz	power metal,female fronted metal,melodic death metal,symphonic metal,melodic death metal,power metal,modern metal
2UQDH1jJYRCjQ9sY	dream pop,indie rock,dreamy,feel good
2UQcnK1ws7ZjmD1L	latin,colombia,colombiana,musica latina
2UTXSa2gHL5Uzjzp	mpb,mpb,female vocalists,brasil
2UVIbnLelcxTrC0O	pop,rock,female vocalists
2UVWfVDM4CdOSdsB	pop,latin pop,dominican republic,electronica
2UXDPWa9bjnfNqt5	rock,irish,the script,easy listening,alternative rock
2UXYGNNEOnBAhLd8	rapcore,rock,screamo,nu metal
2UYTXmPyc5zrOQjl	rock,polish,rock,polish,alternative
2UYVprXNtGZxJXhF	idm,electronic
2UZSq4NjMQTRc9xY	latin pop,mexican pop,fav888,2012,c bestvid,pop,sexy,lola
2UZfo1UMtfyrOvG2	futurepop,synthpop,electronic,ebm
2Ub8VJMempcnrJ6o	grunge,rock,90s,alternative
2UbyfJ2ads4YvskN	80s,pop,rock,classic rock,soft rock,billy joel
2UccxG8wIemKud33	progressive metal,progressive rock
2Ug2BJtfpP8ZCBEE	symphonic death metal,death metal,death,fucking awesome
2UhJJKpXTSU2atPc	remix,best remix
2UjZzIZjJjFm9Efw	art pop
2UozOVTCtNFcy0Ml	indie rock,indie,rock,alternative,franz ferdinand
2Uq7X419wfoxXytK	indie,singer-songwriter,british,electronic,patrick wolf,beautiful
2UqfjbEXGQ9EPB5H	latin,classic,hard rock,house,electronic,pop,latin pop,latin
2UqjUsph3dughc11	indie rock,irish,alternative,indie,acoustic
2UrC4vNTYcnc76ot	soundtrack,harry potter
2UtQPR0gtE1IlfXu	rockabilly,80s,rock,rock n roll
2Utl2NhhjRa2p5Xu	empty and lost,lost,dream pop,shoegaze,pain,hurt
2Utw2kQ8POG7z8M2	dance,electronic,pop,electropop,electro house,eurodance
2UuAe5B5JDVlg9AY	folk,singer-songwriter,folk rock,bob dylan,rock,soft rock
2Uvask9Aacqz2i9T	pop,amo,que hino,no primeiro encontro eu ja to toda nua
2Uy2gQDqnTzxyDzK	ska,jamaica,ska,rocksteady,reggae
2UyCvHz97bzNgA5C	gothic metal,metal,female fronted metal,gothic,gothic metal,metal,female fronted metal
2V1Re0XGUYgQNXQ3	funk,alternative,rock,indie,experimental,cult
2VAzIQRAZml2FUCB	pop,female vocalists,latin,nelly furtado
2VCIM2G8CKg21Si1	post-hardcore,screamo,emo,emocore,hardcore
2VCe6SKvfVWJ3F1A	hip-hop,hip house,dance,electronic,hip-hop,rap,hip hop
2VFcnY8r0OXcAZNz	rock,hard rock,2018,blues rock,led zeppelin,blues
2VHwr5rv3Lhf81w9	house,french,dance,electronic,remix,sia
2VKIT038v5CIln8V	rock,alternative rock,90s,funk,rock,alternative rock,funk rock
2VM6lSsdBrZVuLk7	experimental,electronic,avant-pop,idm
2VMMReREqDvBxz17	italian,folk,singer-songwriter,77davez-all-tracks
2VMWW7BTiTrneZ6F	2017 releases,beats,instrumental,lo-fi
2VPZz4ftoyyek0MR	noise-pop,electronic,lo-fi,experimental,loud,noise pop
2VRvcjk2RcnCCTst	chile,indie,lo-fi,alternative rock
2VS7PhCOViWyTays	synthpop,80s,electronic,new wave,depeche mode,darkwave
2VSEJslWFSnM7NjZ	acoustic,best of 2019,singer-songwriter,folk,mellow,rock
2VXWOx4jBZ9cm7tK	electronic,indie pop,indie,pop,electropop,alternative
2VbVKaA3VDsss4q3	rap,hip-hop,hip hop,eminem
2VjlM60UKOmkoPDi	female vocalists,morning,singer-songwriter,rock
2VlKYw5QIFuFdxZx	jazz rock,classic rock,steely dan,70s
2VlhNxisw0qZZr8l	mpb,brasil,relax
2VoclHPpSgPInkHD	indie pop,alternative,indie,lykke li
2Vq2XNhHDUd7iJ9B	black metal,progressive black metal,pop,indie pop,all,adelaide
2VrPeqhSvioKaMdl	japanese,anime,ost,noragami
2VrcRK3nJVvGcYUE	classic rock,folk,70s,rock
2VrtM9fJdTnfWZ1m	played,post-punk,coldwave,new wave
2W0I2ph73truYj0T	experimental,avant-garde,ambient,progressive rock,post-rock,chamber pop
2W3GNiu6y31Vk6tY	alternative,funk,summer,reggae,alternative rock,alternative,reggae,alternative rock
2W3VykgHAXYYFcKz	sad,experimental,beautiful,alt
2W7ZZIKghX2jRU8V	techno,dubstep,idm,industrial,electronic,minimal
2WCki7mfKyUOugjE	progressive metal,instrumental metal,progressive metal,instrumental,math metal
2WDmraWr4filet0X	disney,soundtrack,snow white
2WNxh4l1VcF5H6NU	alternative,pop,2016,female vocalists,alternative rock
2WOoEGS0x26qywpx	hard rock,classic rock,rock,70s
2WPuzYJ1anGlw7Nd	mpb,bossa nova,female vocalists,brazilian
2WRdPOpokdV6lNra	progressive rock,progressive,progressive metal,pink floyd influence
2WUbcfexNIpDylIe	math rock,progressive rock,jazz rock,post-rock,instrumental
2WV9cYODbMIU1dsz	pop,female vocalist,female vocalists,90s,6 of 10 stars,7 of 10 stars
2WVdoK59hLN6YUKu	brazilian,funk,pop,female vocalists
2WVwGGoedwhTtlDT	black metal,cover,symphonic black metal
2WXgYG5q2M09X2lG	60s,pop,oldies
2WcA5YdbmMdj34U2	alternative metal,metal,rock,alternative,system of a down
2WdBEDs0Hv38ryOh	oldies,60s,pop,jay and the americans
2WdNhILylA0zWvFh	pop,hilary duff,pop rock,rock,female vocalists
2Wfq0FusrQ6bdAfp	reggae,roots reggae,reggae,roots reggae,dub
2Whvqxf3AXMIbm86	jazz fusion,progressive rock,jazz,fusion
2WjFgVlnipkiGwCg	death metal,metal
2WltG0zV6thsLCEq	indie,rock,britpop,alternative,british,00s
2WpP3K6hVKeITVvv	pop,beautiful,ballad,country
2WrJqJX1bjLR6HsO	black metal,death metal,blackened death metal,black-death metal
2WrsqxhThQJK3oNr	pop,psychedelic,tropicalia,mpb,best of 2018,tecnobrega
2WuCMKk72I4XNS7J	pop,country,top 40,male vocalists,uncle kracker
2WwpcPbpW7WUN85S	doom metal,depressive rock,melancholic,rock,progressive metal,metal
2WxqYjCRRfIYHt42	punk,punk rock,70s,british,punk,punk rock,british
2X0cYgFGVYgO41M4	pop rock,jonas brothers,pop,rock,disney
2X44XHsNdjTM8EzK	soul
2X4ecDLa1PkS9Z4B	folk,70s,classic rock,singer-songwriter,cat stevens
2X7rL35SSgLdamrZ	axe,female vocalists,brazilian,mpb,pop,brasil
2X8c2YjmBS84br5Y	experimental,glitch pop,rnb,art pop,alternative rnb
2X8q9y8K8F0lVZX4	metalcore,thrash metal,groove metal,metal,metalcore,groove metal,metal
2X9NniJ2pYwnTv1U	brega,bolero,2015 fig,são paulo,criolo gif
2XE25xNPvSdQc1KM	female vocalists,pop,rock,scottish,indie,singer-songwriter
2XE7G31hl8l4OW2I	demi lovato,pop,pop rock,this is me,camp rock,pop,pop rock,female vocalists
2XELCwDPSqFkCLLC	indie,alternative,acoustic,rock,folk,brazilian
2XF4KSukcnSvBkCg	k-pop,kpop,korean
2XFfwE10I9U37EAB	pop,dance,jessica simpson,cover,female vocalists,pop,female vocalists,jessica simpson
2XHNo54xu6LobIYm	indie,rock,london,electronic post-rock,fip,10s
2XJdZugpTcct6ziR	progressive rock,rock,classic rock,art rock,progressive,symphonic rock
2XLf438FLx8aZW4D	rock,indie,2016,british,alternative,blues
2XPjJSmbNHT3mqsq	rock,soundtrack,big hero 6,disney
2XPvmbsuT9uPeYos	disco,70s,pop,eurovision song contest
2XQ1HQwq90PeNUzN	post-punk,indie rock,indie,alternative,rock
2XRmtEPJSfhq75KT	indie,indie rock,rock,2018,female vocalists,canadian
2XS4Mksu0ttYo73r	soul,rnb,pop
2XVhFnM41uI2wgIN	alternative rnb,neo-soul,rnb,art pop
2XWWI9xlZ78fcOQZ	soul,ethereal,haunting,lovely
2XYIm1BtwsTWN2wC	female vocalists,indie,singer-songwriter,folk,acoustic,feist
2XYqWpDBgS7Afo9B	pop,indie,depressive,indie pop,sad
2XakRfiWeb7O0reg	synthpop,electronic,alternative rnb,swedish,electronic,trip-hop,chillout
2Xdf7hbgYtckzeS7	pop,alternative,female vocalists,rock,singer-songwriter,alternative rock
2Xdqed9V93vzHfMT	electronic,synthpop,sexy,new wave,trip-hop
2XfMqyoG6mBDeLPV	indie,indie rock,alternative folk
2XhLD0abowvk79g0	pop,soul,indie,african
2XrQaQxjPjUa9K77	rock,title track
2XvhiM8YiSV7bxvS	alternative rock,rock,christian rock,pop-rock,bonus track
2XyyURUsZsPTJet6	hip hop,rap,hip-hop,gilles peterson
2Y3PBjrJTc4k2GFu	dream pop,indie,indie pop,lo-fi,acoustic,pop
2Y6VOZSzZss8nPOF	pop,singer-songwriter,2am,pop,country,female vocalists
2Y72dakXuN9Z1Jqm	rock,alternative,jecks,funk,alternative rock,incubus
2Y7v2o3rVtFanZeD	2015,indie pop,australian,indie,indie rock
2Y8LxNpgQaUNV2EA	lo-fi,experimental,2018,avant-garde,synthpop
2YAl41KAvFGWLRRK	disney,soundtrack,hercules,inspirational
2YBt4RlIzCvMa2Jh	indie rock,songs to get facebook status quotes from,post-hardcore,great lyrics
2YCliXEE5KSZz8q5	synthwave,electronic,2018,retrowave,retro electro,electro
2YJl0hUZlgHdGAxc	spanish,electropop,pop,electronic,synthpop
2YKPm6gHu6CRWeyx	pop,pop rock,female vocalists,ashlee simpson
2YMSgQjiDyRpOh2D	rap,bad meets evil
2YMYBNdjZPybTMJT	christian,musica cristiana,gospel,spanish,cristianas,tercer cielo
2YMhCsXXNlDpuuGU	love,searching,isolation,alternative rock,scottish
2YUorCHfgH5Qw1qi	rnb,aaliyah,female vocalists,soul,pop,rnb,soul,female vocalists
2YXnyxgoWCmC0doT	dream pop,indie,freak folk,indie folk
2YYJvzJ5hNicPrBv	pop,new kids on the block
2YZYTQ4HetQ78I2b	rnb,uk,rap,hip-hop,hip hop,urban jazz
2YaecGg26VXHCD2n	electronic,indie,downtempo,electronic,synthpop,australian
2Yc6yyyn0aqzAq6V	2015 single,pop,rnb,electronica
2YdO0nTxlqbxVij9	classic rock,70s,rock,bad company
2YdwIL1cwIKE5bV3	rock en espanol,fav,left wing,80,131,chilean rock
2Yey9PYHTXcxX17h	screamo,hardcore punk,post-hardcore
2Yfh5JnduZKeICsr	metalcore,melodic death metal,metal,female fronted metal,melodic death metal,metalcore,female fronted metal
2YheRvUS9hBtsd4V	german,indie,deutsch,singer-songwriter
2Yi21JflKVIh6hOF	alternative rock,i'm in love,finding carter
2Yid6oUrZIbkL9Fm	ambient,electronic,chillout,downtempo
2YlHpHw7MH9kENm4	soul,rnb,female vocalists,lauryn hill,hip-hop,soul,hip-hop,rnb
2Ymy2umkx6Nbo3yA	alternative,female vocalists,singer-songwriter,piano,dance,female vocalists,alternative,singer-songwriter
2Yrx5JtoPTRF98F6	howard shore,the lord of the rings,the lord of the rings - the two towers,peter jackson,soundtrack,instrumental
2Ys3GlEeRMXP5Dj9	2018,electronic,indie,alternative,female vocalists,dub
2YtP1qfkj4UJVcmN	post-rock,instrumental
2YtfRhenQzXqHohU	classic rock,rock,british,60s,pop,classic rock,rock,60s
2Yth1nYzRbDV8QEh	2017,singer-songwriter,folk,singer-songwriter,fip,folk
2YuvtRbzTD5uK26A	shoegaze,dream pop,newgaze,-post-rock-and-shoegaze-,shoegaze,dream pop,indie
2YzgN7Hb8jePvixj	forro,brega,emo inofensivo,better than radiohead
2Z2yt7OUEU8RbefV	indie rock,alternative,alternative rock,rock
2Z3mv11Pg2Xdj3Fp	garage rock,lo-fi,2018,garage punk,garage,rock
2Z4HRJOZmX1oRrkX	indie,mellow,ambient,acoustic
2Z5zLj6tpcnlc9r9	vancouver,surf rock,hardcore,alternative
2Z6ljMdS9NeOZzhK	avant-garde metal,avant-garde,hungarian
2Z7buoyVP5ybUaZz	folk,indie,gypsy,indie folk,singer-songwriter,balkan
2Z7yBOTfjtvGwLJD	death metal,metal
2Z8ZiaQ3G2jsICeh	jazz,easy listening,fip,blues,poprock,7 of 10 stars
2Z8xej6p395ks5kH	soundtrack,ambient,video game music,orchestral,instrumental
2ZCHTO65QqrXjvcb	pop,british,love at first listen,2015 single,bbc radio1 playlist 2015
2ZCUDbGSBASlMBSE	rock,power pop,psychedelic rock,psychedelic,american
2ZCkqb0YATIYmril	country,country,modern country,little big town
2ZFMLcQ9rWNndcLi	pop,electropop,art pop,female vocalists,psychedelic pop,17
2ZHpIxHreCXNaycq	experimental,psychedelic,drumming
2ZJEDhHtfFj69CSP	chillout,electronic,downtempo,new romantic,dubs
2ZJWXPZVwkK0m3LA	trip-hop,downtempo,beats,ambient,japanese,trip hop
2ZL9CKS3yNUfTO8P	pop,female vocalists,2013,singer-songwriter,girlie,pop rock
2ZM1t1EN9yiZQxWd	indie,alternative,indie rock,pop,indie pop
2ZMO1kjGFObo1gbq	rap,brazilian,rap brazil,hip-hop,samba,mpb
2ZMoriwNhQDKr1fP	rock,classic rock,cover,80s
2ZMzRKaw3AruFx4K	female vocalists,latin pop,pop,latin
2ZNfLjY3qKdM6kAP	british,indie pop,2018 single
2ZQC6QPTMkGRAcP1	folk,country,singer-songwriter,canada,folk,country,singer-songwriter
2ZSQlvwYn8RVUPoz	folk,sleepy,love,warm,missing someone
2ZT8lWGyvdIPhukd	70s,punk,pub rock,rock,good stuff,punk,punk rock,pub rock
2ZaMOuFdsHGttfxQ	folk,fip,overdosing on a bathroom floor
2ZaqMxdHWyK0aYzG	thrash metal,technical thrash metal,metal,thrash
2Ze9xSrLDzQaTniW	2018,post-punk,shoegaze,coldwave,new wave
2ZfjUbCQuNGJeTYX	brazilian,rock,pop punk,hardcore
2ZhoAezfsuPC9ifB	metalcore,post-hardcore,hardcore,metal
2ZmZ8o1XdjMEfXKe	rock,alternative rock,alternative,funk,red hot chili peppers
2ZqCoJARqNTziAzV	rock,alternative rock,alternative,red hot chili peppers,funk,funk rock
2ZqIDUqyLta4Ytbk	singer-songwriter,female vocalists,laura nyro,rock,singer-songwriter,folk,female vocalists
2ZrRPHLKPnufZcYT	alternative,alternative rock,brazilian,travelling,brazilian,alternative,brasil
2ZsDqUvyC8eGSaNZ	rock en español,rock,latin rock
2Zsmfr39dCABuJV4	mpb,brazilian,forro,brasil
2ZyuyU93WrA5HtNb	rock,alternative rock,2010
2a0VgW9dVnOyYgOO	indie,cover,folk,sun kil moon
2a1wF8IWQN3Fz9TQ	french,pop,france,francophone,francais
2a4IdrdKCp78sUBZ	minimal techno,minimal,dub techno,techno
2a6VfAbXRasLuJMC	60s,rock,classic rock,the beatles,pop,cover
2aDsoumsBUgwxJrG	female vocalists,euromania,pop,french,pop,female vocalists,australian
2aMcjg2hcJu617fc	2017,post-punk,uk
2aOhdVx68SxNIle4	punk,hardcore punk,punk rock,80s
2aUsBhPiaiZ2sMf5	noise,experimental,electronic,psychedelic,epic,drone
2aVaFC1T8kGl9OqJ	female vocalist,female vocalists,singer-songwriter,marianne faithull
2aa7Med3uedgOYLC	symphonic metal,4 of 10 stars
2adZ7ikFSHWiFOTz	lo-fi,singer-songwriter,folk,indie,indie folk,acoustic
2afrH8UXTY1cPi4M	drum and bass,neurofunk,drum and bass,neurofunk,techstep
2aiKewjz7zVzeoLK	post-punk,coldwave,darkwave,minimal wave,minimal synth
2aj8WZ5AOTNMrv6I	grunge,rock,alternative rock,90s,alternative
2akGgQRfO0C6tTBK	glee,rnb,soul,pop,female vocalists,rap
2anO5FpgaatlYzOQ	samba rock,brazilian,bossa nova,rock
2ar1NoamebhRidi2	pop,abba,80s,rock
2arRNzX5uLnM1RIU	progressive rock,rock,progressive metal
2avLi8THK7cygC8G	symphonic metal,female fronted metal,metal,finnish,gothic metal
2ayKTCjtFL067qbr	garage rock,70s,australian,1977
2b4asPOVW5yh0PSv	brasil,mpb
2bDEj8mShG7tMKAR	rock,rock,alternative rock,alternative
2bGIS7dYjGLKCEqx	indie,pop,british,alternative,mistic,love at first listen
2bGrMiy0TjHZscUe	electronic,electro,indie,college,synthpop,electronic,electro
2bH01h8dBvli01lz	hip-hop,rap,alternative rap,hip hop
2bIsqk99mDsz4jVX	polish,pop,polish,pop,female vocalists
2bK1fKXqWlQIddod	indie rock,folk,indie,alternative
2bKnuDY6yVlPpZqY	electronic,minimal,2016,deep house,house,experimental
2bPTIrUWHPd5GAkr	indie,90s,lo-fi,rock,alternative
2bPvsQFjAlyF8cu0	hard rock,heavy metal,hair metal
2bRjlLeKi9jUlRS6	punk rock,pop punk,surf punk,rock
2bTMcLK9pSX7LBNA	dance,electro house,swedish,electronica
2bXXPDhxP1hKvjys	pop,rock,spanish,pop,rock,spanish
2bYvZO0V7L03pnMC	lo-fi,indie rock,2017 releases,james-joul - 2017 releases - albums and eps,james-joul - 2017 albums,indie
2bd2763C8Ue15RlM	electronic,synthpop,swedish,electro
2bdio00APj2olz1c	60s,rock,rock,glam rock,classic rock
2beKEuw33da5uH6k	k-pop,korean,k-pop,girl group,korean
2bggMFlxQaGWTRFQ	post-punk,punk,70s,1977
2bmAUUBVmebA8dnQ	thrash metal,heavy metal,metal,speed metal,megadeth
2bo2On3UngTwADue	rap,art pop,jazz rap
2boRH5RWAs8cobRA	jazz,swing,big band,duke ellington
2bpMOD0xwSRTXG4l	progressive rock,italian
2btq3IffXdDtpHaP	rap,brazilian,rap nacional
2btvaaxMyGuMNTxy	brasil,skank,pop rock nacional,rock nacional,10s,mg
2bwH9VTyjPvmhzIz	black metal,ambient black metal,dark ambient,atmospheric black metal
2bwNA3gkQnm2XSK1	heavy metal,metal,hard rock,judas priest
2bwgz8B9gKgQHjXu	80s,new wave,indie,alternative,rock,post-punk
2by14H7SawhuzhYa	trap,electronic,female vocalists,bass
2byYymaxyvUHpmoy	electronic,techno,industrial,dance,big beat
2bzDCsNgiwpxNzzt	contemporary classical,ambient,melancholy,soundscape
2bzwXwT8KnjDlrjU	indie,dreamy,folk,beautiful
2c1hEpCK4WlshAyf	neofolk,post-punk,dark folk,apocalyptic folk
2c2wnw6ySBcO5Cm5	lo-fi,2015,experimental,shoegaze,ambient
2c4F4jt9NB4DxZU8	acoustic,soft rock,love,rock
2c51wkJKks9f3MOX	progressive rock,rock
2c6fsm72vrWEnL8a	country,pop
2cAZUa9MxtzDspgl	psychedelic rock,psychedelic,rock,indie,experimental
2cCGCzUXDj01CE72	great male voices,rock,blues,van the man
2cDfEsCr7HFdeg9P	viking metal,folk metal,battle metal,epic metal
2cF1QxbzjnMId0DA	all,rock,pop,brazil
2cF7HdTqbIb5bw4S	punk,punk rock,70s,cover
2cHWbcVnmPgYPu9E	indie,rock,indie rock,00s,2006
2cI901288grqGseK	pop,electronic,dance,happy
2cIypWW3JOKbAgEt	metalcore,hardcore,post-hardcore,screamo
2cRCm8bDWxKtgifw	funk,brazilian,latin jazz
2cUzl7OewyyHIDlO	rnb,ne-yo,soul,neyo
2cZfLTy6F1Ik7qbl	choral,classical,contemporary classical
2cZlQ2nalhmuKxj6	indie pop,indie,synthpop,female vocalists
2cakaYqDKReBW2Fm	ambient,melancholic,atmospheric,dark ambient,progressive rock,dark ambient,melancholic
2ccbTR8vsBzFdnmr	rap,hip-hop,rap venezolano
2cgN3RcyTC833cl1	italian,70s,pop
2ciGEkAM6Vyput9x	chiptune,electronica
2cibq4CaG12mIm4G	emo,post-rock,math rock,midwest emo
2ckGrlFZxgwLMlSN	alternative,experimental,female vocalists,beautiful,experimental,indie,female vocalists
2ckPlJDZRZ0tctrU	jazz,female vocalists,mpb,brazilian
2cl57OymAqfqQNs0	alternative,90s,rock,singer-songwriter,post-punk,rock,alternative
2cmy54G37iJrcvKj	electronic,pop,electropop,dance,pop,female vocalists,dance
2cpH8oaloPnnsStJ	acoustic,folk,indie,singer-songwriter
2cpiV7utHSRLbLhD	post-hardcore,alternative rock,black veil brides
2cq2WQjPCget4pHx	lord of the rings,soundtrack,howard shore,tolkien
