id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
Jk2iOBmKiaIoByjy	5UKMdUAChYAllKDye6qDGb	53.0	1973	0.248	0.483	9.0	1.0	0.439	191.107	283893
Jk39lHrYlH9TDl2z	1L5vziEGmSLY4H6HPfQjla	40.0	2019	0.7190000000000001	0.488	7.0	1.0	0.273	131.993	215625
Jk6xdBejM556xOUZ	5ceaoMVKoOntGQZLYp4QpF	18.0	2019	0.575	0.657	2.0	0.0	0.547	77.264	212227
JkCgB1gnydVeUpI7	51FpWWh2vjCpZ1vRa18Dk6	44.0	2017	0.496	0.369	10.0	1.0	0.213	125.662	248814
JkDZBV4YxpXFvqHr	53Mz9H5UvWMQUXHZnaZYKQ	49.0	1980	0.466	0.439	5.0	0.0	0.289	107.173	209933
JkEwYvwsgeajk7sG	4XrnXzonp0gE5ImKGsHWZ7	40.0	2019	0.632	0.47	2.0	0.0	0.282	108.05	216733
JkFj1CYzC8VzI99a	5hyiIq7GKKAUKaBHJQVDQ5	20.0	1995	0.575	0.7070000000000001	2.0	1.0	0.765	105.167	239533
JkGuFazxVS1kmt0R	3JuwVgIYYl7tHeEGrEQqbg	41.0	2004	0.544	0.667	9.0	1.0	0.665	149.944	198187
JkLPR0ZLWrNnGHdU	72GH838JaxrCA8IFcXqgXm	50.0	2017	0.429	0.995	1.0	0.0	0.183	158.355	240707
JkPDmxbdvz8eNUxG	5dyO8mnNmFqxDjgl3QzbM8	23.0	1969	0.194	0.14300000000000002	9.0	0.0	0.129	80.719	300280
JkU6KEfL0YertZ2p	3K2zyJhcnMMA6yOdR6hOW7	46.0	2017	0.695	0.614	6.0	1.0	0.493	121.975	294000
JkUaZmmCrk8tsNju	7hPbV8IS4G6LyXv3WRE0RC	27.0	2016	0.447	0.7040000000000001	2.0	1.0	0.627	137.884	157427
JkVZTgFHfqSnMo9u	0mxvBDxJNhrMEsfzAaegBJ	32.0	1965	0.44	0.573	10.0	1.0	0.589	96.586	145227
JkaPOZpIrAv6TlCJ	2KGShD0wJWkVht6uLYIAl5	19.0	2000	0.417	0.93	6.0	0.0	0.7	128.02	190507
JkgsHdGZxqfv6c0L	5wq8wceQvaFlOZovDtfr0j	57.0	1999	0.474	0.905	4.0	0.0	0.322	93.02	233733
JkhRa6PxURBbIsTk	3J2BrheiRDsVosSZ2KAmPF	7.0	2011	0.515	0.454	11.0	1.0	0.161	128.003	337360
JkiInlXUHXRlNdoy	6lnF4ddb8jtxuUuR0inTql	25.0	2018	0.7829999999999999	0.48	2.0	0.0	0.493	140.00799999999998	167867
JkobwiZ8rgKzWBc9	5j9e3xZppc2imWeYjd2IW5	31.0	2012	0.496	0.773	2.0	1.0	0.39	87.995	374067
JkpUciwRTWaocZr3	6EkRjEAMXTKDohBnXJGjWJ	34.0	2007	0.254	0.901	2.0	0.0	0.448	95.019	222933
Jkt5um9WbelQvp9W	02Cari1rriTzwgyoTRPwuq	20.0	1991	0.309	0.098	2.0	0.0	0.068	107.749	304773
JkuhlpBvhumgSwR6	1b2k0jS2ct7PdLxAYxtUUu	34.0	2003	0.657	0.779	2.0	1.0	0.591	148.188	205680
Jky09PCOsiKeUtAR	3aO3GCdc8p2zB51quO6ceG	25.0	2017	0.623	0.752	4.0	1.0	0.404	78.984	242627
Jl0sEi3N07uK25Ii	6YhqpsXDsgnurlDMDm3X06	26.0	2019	0.715	0.716	1.0	1.0	0.295	160.00799999999995	264980
Jl1NUEHCScEz96rJ	7lidFuIwcz5pL4RPQFMNnU	28.0	2009	0.71	0.639	3.0	0.0	0.509	108.011	272440
Jl4hacnXJo02027n	7HbMg7aOm6wtmUWY9chDVY	21.0	2017	0.635	0.932	2.0	1.0	0.851	136.993	194507
JlBCW8MQpr8kQ5Li	2lAwCs0dsNzvet9rfaXQrZ	27.0	2014	0.491	0.662	8.0	1.0	0.19	120.115	293810
JlEdRMLY4678Tec8	1twTdzxZPY1SU5vueG7v6U	23.0	1994	0.157	0.999	0.0	0.0	0.0169	134.83	148907
JlGyknNvsLU1bt6B	4qa7xa39jZYloEEhRkFljs	37.0	2016	0.472	0.846	11.0	0.0	0.4	170.392	185507
JlH9by5cfzhb4Qw5	79tql7EuSyrQADTCnbMibQ	33.0	2003	0.527	0.959	0.0	1.0	0.51	119.678	289367
JlNOAIXRmRm5cyil	4Na0siMtWOW9pJoWJ1Ponv	61.0	1997	0.293	0.276	7.0	1.0	0.196	121.603	267187
JlPg6yEDkCqz309O	5NDyPVjcjK0hw2sUjjWFIO	38.0	1974	0.546	0.274	2.0	0.0	0.228	66.809	193653
JlStFnlsINXsMLne	5vDImXyLguoCbkYASPf4xQ	45.0	1970	0.76	0.7609999999999999	4.0	1.0	0.943	119.627	206560
JlZDJtgVwvzcRCgl	4OI0mQIFAvlHFm2PPSOG0R	34.0	2005	0.531	0.75	1.0	1.0	0.652	170.366	240507
JlbE9E3UOoUcycL6	0ZVorBFSmsJBE0pczFzIvk	51.0	1999	0.6659999999999999	0.603	2.0	1.0	0.195	116.84	168667
JlczOJofKnSdgz4d	3jKeRdAGI6vMnm6BTKaaRr	42.0	1999	0.523	0.7090000000000001	11.0	0.0	0.763	120.581	261160
Jld7lEsLFcY6AI70	1FP3JKb24rPcbuRf94XPTE	28.0	2017	0.578	0.77	9.0	1.0	0.8859999999999999	100.003	204893
Jlf3kwwBZVcEmDrT	3ShZSJ9WGPEWaKrQZP5lSk	39.0	2014	0.585	0.893	11.0	1.0	0.6	116.064	271900
JlfSEFOyxMZ8v1U5	7F02x6EKYIQV3VcTaTm7oN	64.0	1979	0.588	0.301	0.0	1.0	0.19	112.458	278441
Jlg3kNDUJpswjWFB	3Dk4epAbgbSezElqPQCXvq	31.0	1986	0.5539999999999999	0.398	0.0	1.0	0.65	110.432	224773
JlgBfyv9VQ7DeMYR	68MSCSP7Y6PnzXcW1IlN7G	50.0	2011	0.7190000000000001	0.732	1.0	0.0	0.96	123.569	213200
JlkdYV1tueKwaHxe	4XXaIb6V1u0X5Ao2xzeotr	50.0	1992	0.596	0.282	9.0	1.0	0.311	102.158	178560
JlpdzJ8gKLiLiOEW	6mE6NibP7fCqfY4117F1TK	20.0	2018	0.426	0.532	9.0	1.0	0.149	109.955	253933
JlrpYrppQSKnej6y	4LtUNqSiFZzm70a7kM8hnc	53.0	2006	0.373	0.961	2.0	1.0	0.5429999999999999	168.13099999999997	203573
JlsnmYIejIhlmt9W	73M2Vb5MfZh8iGKudkMtlw	63.0	2009	0.579	0.605	1.0	1.0	0.74	121.793	245640
Jlv6Km28VNnYf7Ie	2NpFP7bNS0yJk1y5epj6ug	40.0	2009	0.405	0.556	10.0	1.0	0.28300000000000003	140.749	254707
Jlvxp7jVV6RNs8cy	2DAiJg5c5xExJh4VvMfYVe	36.0	2001	0.604	0.782	9.0	1.0	0.688	122.383	243293
JlyqDxs2d6TmmR6p	7sT621Iv8V6bMv6Z5B16PO	42.0	2002	0.6679999999999999	0.925	1.0	0.0	0.35200000000000004	120.049	261227
Jm0H2VHmh2s1aZXs	4r78mipu1GWBsartpzmjLV	33.0	2017	0.6409999999999999	0.8029999999999999	11.0	0.0	0.476	155.009	176883
Jm6waxa1opIGlFxs	5oVm1WBfT6NQwO90TnL0uk	23.0	2004	0.364	0.76	4.0	0.0	0.4370000000000001	79.634	228467
JmBBg35h64pT9pwo	6MWTDg84s1Vdf0PRWl0FSw	27.0	2019	0.48	0.735	9.0	0.0	0.753	85.205	179960
JmBqRgaLqs3rFemY	0GgZp5p1DDk3EGRZrG2CxQ	28.0	2013	0.767	0.578	4.0	1.0	0.534	113.987	280587
JmCcTg3uQuqMA4DO	21fTasxxWrOMixqKSTw8iz	19.0	1985	0.0946	0.198	5.0	1.0	0.0351	77.806	185000
JmEQ8U6XLpWu9Rs8	3fsWHLlp3D9CzZv6YUo3pv	16.0	2018	0.444	0.957	11.0	0.0	0.223	149.963	360800
JmF1LQvMhKrIu9Bu	1pJq3eCDAf9z0hy7rcJjof	17.0	2011	0.614	0.631	7.0	1.0	0.358	157.998	209733
JmFaHoEvyNE91W9t	22L23Q2a3B9R0gysHl7cFW	29.0	2019	0.816	0.934	2.0	1.0	0.34600000000000003	109.993	318545
JmLWA6bWHiQ9voGa	2sifRHahNmhTR7a3BjKc9u	50.0	2018	0.524	0.898	7.0	1.0	0.229	130.016	204915
JmNnXCTWHKFfcUFG	0NzVPFvlPEbgLxWb56cukZ	30.0	2018	0.5870000000000001	0.745	9.0	0.0	0.7490000000000001	130.092	104753
JmPHVfdZHFEC8nYt	3LqnOFWrX9I5jTjA7cUWjD	44.0	2014	0.5529999999999999	0.885	1.0	0.0	0.767	155.988	384427
JmQMTgPBsZKJpuDY	4M3IGu3TmSVtpTuhpu5EKw	42.0	1997	0.623	0.523	2.0	0.0	0.899	173.63	255680
JmT8dzOSnqnonmbc	6eEaHyNInHsVrOcUoT2xDL	16.0	2017	0.467	0.737	9.0	0.0	0.122	128.042	357547
JmTUD1KXdrazc7vO	6RpRwfpkJnan3mQZw9Q3GD	20.0	2016	0.333	0.873	1.0	1.0	0.236	98.175	179148
JmUMvUbBoGNZ3CQa	66i8HD6kXenti31HXdXmDG	26.0	1969	0.5920000000000001	0.289	7.0	0.0	0.325	67.586	260227
JmUsPmSi21UnjatB	3i9gUpwdYrtxfLPuqFlCTt	27.0	1998	0.413	0.313	9.0	0.0	0.0392	99.821	458227
JmW4NZ5Yd2nYOyKf	6WXN5Pvim9BKB6Wb765II5	50.0	2015	0.555	0.974	4.0	0.0	0.369	159.94299999999996	178227
JmXVNZcIIovsj4CO	0YNZwjDqwhDTgEF6JhINUr	21.0	1987	0.619	0.815	2.0	1.0	0.835	107.101	248333
JmZQGfSxd1HX6dXG	3uww8tj9hlPUbUsJXcOJuc	40.0	2003	0.6920000000000001	0.727	11.0	0.0	0.879	122.619	165507
JmarnFaSGbgdzHF7	7lpYSyJYqekMfHg3e8QVgj	22.0	2000	0.613	0.39	7.0	1.0	0.453	172.044	263573
JmbQ7bqnTLkp07SC	0NMfoDzOEhxHeexUNvEi2A	13.0	2018	0.191	0.901	2.0	1.0	0.496	62.109	152602
JmbzSmgrHnG4kTgL	0EYOdF5FCkgOJJla8DI2Md	71.0	2005	0.556	0.981	1.0	0.0	0.716	101.423	255467
Jmf1Wm2Lf8qA4Xum	0EcEedNQUgPGcjOoTTJnIZ	17.0	2013	0.763	0.693	2.0	1.0	0.325	127.974	273760
JmfSgJqzyfDssl29	6aoslVx9b2J5tbYvbp3TbD	31.0	2017	0.433	0.789	3.0	1.0	0.521	165.975	195320
Jmjdj8tK8HkCVebb	3mXIE3jioS8kfEBbHTasoS	27.0	2014	0.239	0.35200000000000004	10.0	1.0	0.23	88.45299999999997	245667
JmoST5dpsW37uLqQ	4jF6uiN3Rl6BsZy7wycO13	23.0	2012	0.7090000000000001	0.496	11.0	1.0	0.505	90.567	228800
JmplYKIZUJSwkCHf	379NxsaOdaBZQsAwfsb4QW	42.0	2012	0.618	0.752	0.0	1.0	0.679	115.957	221027
JmrEkbdfAHZxZWJw	5439qJTu5mVH9aeriwp03u	53.0	2005	0.534	0.87	7.0	1.0	0.8079999999999999	131.688	230280
JmtzMHKTSCuYpG9Q	0Pawjj5J6FltwqbfSjsvyp	34.0	1980	0.344	0.7509999999999999	9.0	0.0	0.5529999999999999	153.422	284427
Jn0nwO6uSTSYU92i	5W3Auo6qVL6wwbIruLFju7	38.0	2011	0.219	0.906	4.0	1.0	0.602	198.232	161156
Jn1H6GhUPYYxAFPy	0t89sMKWXBfBx7oPzoaD5z	20.0	2015	0.612	0.97	1.0	1.0	0.226	125.019	137222
Jn2FJAob7OrjIAnv	35YSCRS2BshfXYdNAQxrs8	52.0	1977	0.52	0.516	9.0	1.0	0.657	149.959	353453
Jn2inaeQ719jZRbi	0ZulY8etRzj54NLYOYX7jy	34.0	1976	0.595	0.866	9.0	0.0	0.89	124.44	208693
Jn5SMdmF7O2B3YZZ	3Ms7UysuHRQzqrB5poOJxF	22.0	2008	0.281	0.54	9.0	0.0	0.474	180.616	253827
Jn8DMf6MpOCk0PnY	7MLxYHd2HMfKigXtFXygYi	35.0	1973	0.6940000000000001	0.391	4.0	0.0	0.7170000000000001	82.294	185947
Jn8g4gB5VQdlNztE	620CdnIqihf7LtQdPdkEMo	22.0	2007	0.706	0.924	5.0	1.0	0.818	128.014	207040
JnFGxx4aahjwFIWQ	17sIJiSJptTjso9t9dvd0p	28.0	1979	0.285	0.7070000000000001	0.0	1.0	0.35	129.576	198627
JnNALJD3f46QDCqo	2wD76r3Aam9mSuXoWZdoy4	33.0	2012	0.581	0.466	2.0	1.0	0.454	82.354	237867
JnNE2UzwxU7C2ZWo	2Tll9yPgjpiQSIfBGnaEoR	8.0	2011	0.594	0.8959999999999999	1.0	0.0	0.477	150.011	237286
JnUzsams6T45Qku6	7o4uDen5v0nfTMBmg32XVp	28.0	2018	0.4970000000000001	0.691	1.0	0.0	0.163	90.545	277240
JnVefcxUoU0zc7ar	5pjxTQFODalDiGMZPM6xje	8.0	2006	0.778	0.454	10.0	1.0	0.7909999999999999	87.023	193947
JnWLVdi8A0nNZGAW	073B0vPoZJi9KqOOJjII9q	43.0	2012	0.541	0.7340000000000001	2.0	0.0	0.122	134.034	243440
JnXsOears4ukptD8	4c4VWQwmpnFK8kXq13eOvB	25.0	2018	0.366	0.389	7.0	1.0	0.429	179.78400000000005	227253
JngNLBEfE7O3Rpkc	21Qy6W9MnYdc3NfrTU47fM	28.0	2012	0.677	0.935	4.0	0.0	0.5589999999999999	115.003	182240
Jni4fZ4Z3dZUAFQG	1smGrWl4HiObvsQA65Pt4R	20.0	1991	0.518	0.833	4.0	1.0	0.45	133.874	238280
JnlFcJ2fhrdeiiUA	23WC3lIxCNoVoe00MTyE1T	15.0	1997	0.482	0.615	2.0	1.0	0.865	196.259	242173
JnlnCVP7niXyQp82	1PRSLI6aenmgIdnD8xfvnI	26.0	2011	0.795	0.647	7.0	1.0	0.263	126.003	479796
JnoIGeer6Nov2Pta	2XqF629pnqF7L5DxEY8Zrm	38.0	2014	0.552	0.969	3.0	0.0	0.384	125.074	239347
JnoyyIr4q5OEDSRb	4wkC2xYXwnrBStunnKWJdv	31.0	2016	0.504	0.972	9.0	1.0	0.204	130.989	356507
Jnqq5P6FzN3CjjBk	1kRjAVpQIhTsvHY51RJCuv	16.0	2008	0.466	0.649	9.0	0.0	0.362	82.633	205080
JnrgZ5TWE8MBLZCs	3yOnj5QrGtRnCQqjMenfUC	31.0	2015	0.476	0.968	4.0	0.0	0.34700000000000003	137.011	226266
JnwXk666Hdwrq7sG	03jInOtVwApcacQN643qk5	49.0	2015	0.473	0.879	2.0	0.0	0.197	115.003	231720
Jnwl9VbrjxLifoe4	3W0OFXd6uNM2g0dcO31AYv	34.0	2019	0.5710000000000001	0.326	8.0	0.0	0.103	109.976	198387
JnzVK6uyskQunKDK	35MQpiVw5Hd1iCpdTsjoBt	0.0	2000	0.542	0.377	7.0	1.0	0.275	95.755	156933
Jo40Cve6ivVHqzXT	65GEN40jPEaPMRb0vvAlJU	1.0	2017	0.746	0.43	6.0	1.0	0.823	104.036	228253
Jo6RQzRUBBQidlze	5cihd6pxrhjgRsvv7ku8qb	26.0	1996	0.2	0.693	11.0	1.0	0.0957	120.468	618971
JoBfyqCAYb7pKteF	44xT3BbnPrBco06yrfzt3o	24.0	2019	0.4320000000000001	0.971	1.0	1.0	0.65	175.929	198894
JoERPw7hQivp2425	6cJoyuvyTeNrxhEhlNBmUv	42.0	2012	0.647	0.877	8.0	0.0	0.237	100.36	212187
JoF0WKKgB1TUna90	2FLajMx4J13nhIORqS5lhZ	47.0	2017	0.35600000000000004	0.399	0.0	1.0	0.0335	113.993	240053
JoHxWGKxrA7qpPQk	0iI8LriXKjg47IxjNCWuwz	33.0	1975	0.687	0.555	11.0	1.0	0.821	118.285	265467
JoLqtAdMeLJLZNDT	7sIow6Mp4BjwQJac4BX7kL	37.0	1977	0.18600000000000005	0.462	6.0	1.0	0.156	80.128	307347
JoMla85Z6xWJHwt7	7iyTYN5lTNQkERvqVcrS2r	24.0	2007	0.403	0.304	4.0	0.0	0.107	141.695	307493
JoMtxl2VMLZQ3eSi	04eXoeM2BOZLhJoFtnxmWB	23.0	1998	0.348	0.985	1.0	1.0	0.467	173.115	302800
JoPIj59PwD4eMdCr	6EdqkP0RYgEcoCFTtkhSiT	20.0	2010	0.202	0.887	6.0	0.0	0.442	140.211	213000
JoSqtHsCfQHZJJ2P	33X6bQG1KlH0ilQR2GG8st	21.0	2009	0.6679999999999999	0.342	11.0	0.0	0.5579999999999999	129.998	237133
JoTSP7U9Y6DHYFfr	1u2DxL3aR82DxlU2Kj1R4F	14.0	1992	0.541	0.939	2.0	1.0	0.759	148.023	190373
JoUXkqeTLEdg9Ifr	7b07ZOEHDdp6jJbstnf0iB	57.0	2011	0.453	0.524	2.0	1.0	0.179	139.905	343052
JoUmSNnDt4g9btb4	4qM1tr481FwGi8bzhjxupj	3.0	2010	0.397	0.632	2.0	1.0	0.399	112.747	244493
JoVoE1VMMQVfG9qC	66LhCsc06aTa2Ig7iYPDSP	56.0	1981	0.631	0.597	4.0	0.0	0.665	107.26	244440
JoVrL3vE4UDjs2jm	70LCyCmpKbhlyoiGmAqv9E	34.0	2018	0.7120000000000001	0.8220000000000001	5.0	0.0	0.4920000000000001	169.97299999999996	155616
Jod74jry7qyRqlcL	014NOunS25K1LbcM6DlQ5I	35.0	1965	0.542	0.929	0.0	1.0	0.7929999999999999	140.8	138227
JodJKbR56CubUVhU	7qn2M9UhNYI1uxcPE0ds0k	10.0	2003	0.415	0.987	8.0	1.0	0.333	118.025	364720
JoepFaDrAT4If725	1gqbyEsTzB5kjodXDGDbYX	31.0	2009	0.389	0.823	2.0	0.0	0.369	143.48	205480
Jog2Tsm7Hr7UWMmW	1tqYJArPQowMGCJAXI2mlO	36.0	2000	0.6629999999999999	0.8590000000000001	2.0	1.0	0.81	115.768	208827
JolfUR23OcZwnx4i	4FeL4ruDVs4LD5JKd2Tk0N	44.0	1999	0.583	0.614	8.0	1.0	0.396	75.112	244733
JomcFgJpr4Eu8UVa	42EHeuxLqm9tErRLWTRQk0	29.0	2010	0.45	0.631	0.0	1.0	0.706	153.65	188973
JonAtOHOElT3M4i3	1cZ2JsJhAiHTAC8M7LrqrH	40.0	2016	0.495	0.983	0.0	1.0	0.193	110.001	219999
JopydkM1x68jBoxY	5pHf1UpifnEprcCPdSLMfq	27.0	1974	0.536	0.14	9.0	0.0	0.107	135.28	159200
Jp1G7IPI7TcynGvw	49cnatGE4zvbt5gP5DISLy	36.0	2012	0.468	0.7559999999999999	9.0	1.0	0.6409999999999999	134.964	127800
Jp1nR42wnzI9nMF6	013dkXItCYy64OcHgtU6zg	38.0	2017	0.35100000000000003	0.519	0.0	1.0	0.235	154.875	238893
Jp2o5OFz7BaiUgyS	6u6Np26LxvUYW6TGkytra0	38.0	2010	0.197	0.951	6.0	0.0	0.16399999999999998	174.96900000000005	290227
Jp4ZKl7vh3fKBBeK	6XQHlsNu6so4PdglFkJQRJ	62.0	2016	0.4920000000000001	0.116	2.0	0.0	0.434	111.787	149707
Jp6ipzyC5k75pWvR	6dIZUQM1DSxJq8oxD6H3kc	18.0	2017	0.438	0.5760000000000001	9.0	1.0	0.454	159.57299999999995	276040
Jp8DAqk9cjKiq3TH	73S9inBZKB60Kygu3qaviQ	36.0	2016	0.57	0.325	4.0	0.0	0.0895	99.983	274337
Jp9hJpcqPoIcd3CO	6A9niUYcIy50bmIwCdgllu	23.0	2003	0.595	0.846	7.0	1.0	0.338	164.06799999999996	190360
JpFVNm8MB31kBCYW	63uaSgoiBOc2APs4KA24hK	32.0	2003	0.374	0.917	2.0	1.0	0.147	101.101	275053
JpHFF59dZVsGTvIN	6XjYXSMt7dIO3NktDuWBNv	26.0	2014	0.503	0.762	7.0	1.0	0.428	94.024	223413
JpIFGR5LhIPhw2sN	38hUVzxpk52d8j7xTJUMyZ	35.0	2018	0.6579999999999999	0.7070000000000001	5.0	0.0	0.467	99.993	264000
JpKycK1y27BHTv5d	5ZdZVXpB7hLKPwx1xhb6q3	45.0	2018	0.4920000000000001	0.358	8.0	1.0	0.217	91.642	152387
JpL8LVzZ59rWEJLs	5JKM7D54A5XTUGcTDFCKcp	1.0	2003	0.6709999999999999	0.491	5.0	1.0	0.948	82.20700000000002	187880
JpLGda8r8XHmSnlC	3UULkHdmLDqBDPmBYltoRE	60.0	2004	0.4970000000000001	0.982	8.0	1.0	0.183	109.911	259960
JpLSsnmx1a92OFn6	6mvEIDslI8xPAOiyFNc6TE	29.0	2018	0.695	0.921	11.0	0.0	0.429	123.014	210732
JpQ9AT4FzUSCn1mq	3L0Z1mE3rBGWkq7rSyCxvm	26.0	2004	0.585	0.496	7.0	1.0	0.4270000000000001	130.392	289427
JpR1nSANxJ8iwHjD	6CEDpkN0KzoJ4Gsi03gtms	36.0	1990	0.28800000000000003	0.975	8.0	0.0	0.398	180.292	217000
JpRavig9RX5bDRdI	5jbu0Hb2scLK63hwjwZDJ4	23.0	2012	0.37	0.285	1.0	0.0	0.104	125.902	350253
JpRmXPpoPADTb6AP	04lN8yysf4gbtWXVxnTDBN	18.0	2016	0.648	0.623	9.0	0.0	0.359	119.983	244893
JpUtbw7aTwXfyCy9	5EpSnEzglnDzVSlrtF8Bfe	28.0	2017	0.5429999999999999	0.483	9.0	1.0	0.0664	121.98	232960
JpWKJve5tZoIkf6v	2IWhImeG9aRRupVnEJsQgZ	48.0	2014	0.517	0.797	6.0	0.0	0.706	84.70299999999997	269270
Jpa5ygRwGZQ5t7jw	1KVKyiJB8wFRm2OyKedjZd	30.0	2010	0.578	0.6659999999999999	4.0	1.0	0.411	83.98299999999998	146944
JpaZejlLP4hXMIBi	2PGNudaDNKEG6ae7dVfp8g	42.0	2016	0.4970000000000001	0.464	7.0	1.0	0.222	79.957	207747
JpcwcP4a0SfhgGNH	5WPsE00gOzlioLPsFKEYM4	35.0	2017	0.8340000000000001	0.937	0.0	1.0	0.56	127.996	260834
JpdgtRHDWINWKQTU	4CirXGkLlQDCLubEB2DDoE	11.0	2012	0.449	0.805	9.0	0.0	0.5720000000000001	94.005	277467
JpfNbEHZOLe2dY7D	1oIsme5EVsevPhgUPFMHxT	36.0	2016	0.737	0.452	1.0	1.0	0.8190000000000001	106.446	223187
JpflngK6uBo9N0Kw	39sN48Q2DIbyVK8i8kkqgF	53.0	2004	0.6829999999999999	0.8290000000000001	5.0	0.0	0.5670000000000001	108.327	190907
JphKxUlHjliA3IJY	5WvDO1ZKap15ehQeNRHJ9H	61.0	2016	0.7809999999999999	0.452	5.0	0.0	0.463	163.899	171789
JpiYoYL8VoAFHJPl	1wXwO8888WyTeXFBPs3hof	39.0	2012	0.5710000000000001	0.841	1.0	1.0	0.679	109.928	202800
JpjGQO9AcxKyCkSA	3lge3VpCcZkvFC4oC4TiKf	29.0	2016	0.537	0.8270000000000001	7.0	1.0	0.652	130.967	91089
JpnsQkvO9sqtJAPV	5YpWUYiyidrtRzYedpXKiU	52.0	2000	0.623	0.762	0.0	0.0	0.768	155.019	201827
JpoQLTZW7gyxh08u	0LW7cZqRk2mYLV1rbG7K8T	27.0	1980	0.7490000000000001	0.732	9.0	0.0	0.86	116.295	300640
JppnDVuRG6BGxJ9s	3IEsZvgBNVSsQA04HEwRVA	50.0	2012	0.454	0.294	7.0	1.0	0.28800000000000003	56.909	192147
JpvgjdiKYiTtJ1fF	5tOjRq5shlEdm15nmJBq7Z	54.0	1998	0.599	0.6659999999999999	4.0	1.0	0.482	156.20600000000005	153067
JpwGCbJtwG9Zh6pf	303SLoSQo8pQywXmyVNh3Q	28.0	2014	0.511	0.29100000000000004	6.0	1.0	0.16899999999999998	116.112	247773
JpxXNd7Ar5WAiJkx	4v5hFmPnlhCmqZpdS4mZrm	38.0	2012	0.654	0.833	0.0	1.0	0.463	95.005	224800
JpywgKZKQh1ci3aC	75R3c7Xs6qavq6SH7CusjF	42.0	2017	0.442	0.705	8.0	1.0	0.29600000000000004	98.772	179693
Jq0wcteSFgQSAjm0	1zMH0OUFas9rFujqayf5yZ	28.0	1998	0.309	0.873	1.0	0.0	0.0392	148.059	110867
Jq1BxRzy2c2OBIjW	6oVFpdtDzSgRLv8rUgFVUW	47.0	2013	0.313	0.7609999999999999	4.0	0.0	0.591	162.606	237107
Jq3uKDFGq9drrTVC	4FAUrZ8wdf8mV202FcEgn6	42.0	2019	0.316	0.807	5.0	0.0	0.33	102.333	317067
Jq5IHN5A1mDRr50w	69PzyqocEElgNA4YkWfWuo	45.0	2012	0.502	0.956	1.0	1.0	0.337	95.538	239071
Jq6YeKZMoJotuN8w	2fU8Ku2npQCafSld5B00mm	25.0	2015	0.329	0.928	9.0	1.0	0.45	147.03799999999995	232613
Jq8sKb0BbQuDbakL	1RnU42lF1bIdjc2unc9M4R	28.0	1937	0.785	0.147	6.0	1.0	0.261	100.824	158800
JqBHWRr14XOfdAIE	4XcUADpOth9Wroq5EVMFJq	37.0	1993	0.691	0.5760000000000001	11.0	1.0	0.945	109.07	206080
JqGXh3nGCPlOkECd	6fKFMbO7KKbB4gydQo6snp	34.0	2013	0.501	0.965	3.0	0.0	0.542	130.034	224773
JqJfxPGqvJeD0uAf	0cCuzMavf8OF1bneGlqmkm	31.0	2018	0.597	0.935	5.0	0.0	0.374	104.999	219759
JqJgxelasmyYC2fd	03mkKVlAwALkKOlA6UpGAr	13.0	1933	0.7190000000000001	0.21600000000000005	7.0	1.0	0.696	79.54	135293
JqKLCUxxXO1t8cg1	2PqlJ2qWOA7l2G7wwwo9OJ	39.0	1993	0.525	0.578	4.0	1.0	0.264	123.665	293120
JqMq2pV5s4lYaLE5	5L0PoJFJjxDmi9PJJIurlz	36.0	2018	0.795	0.638	7.0	1.0	0.387	101.98	183744
JqO4c0zUgkXCxDx0	47bQn4nbGeTXnfPQbM3Byk	20.0	1974	0.502	0.434	2.0	0.0	0.565	90.097	139893
JqbO9mQvZvl5S1iB	63Gm8YhzwvsVQ4Cjh3LnkQ	40.0	2011	0.6829999999999999	0.648	7.0	0.0	0.536	83.887	205440
JqgwphDzLOFuNazJ	1vgSaC0BPlL6LEm4Xsx59J	56.0	1983	0.257	0.0906	8.0	1.0	0.0451	67.46	266200
JqigDY79bue2Xxeh	3aTyz9Yur7YRSXXXlyjKUD	51.0	2009	0.57	0.843	10.0	1.0	0.7090000000000001	124.981	203560
JqrtwVtd956CUqNq	6iqhVWfSslhHwAmnPdvUal	41.0	2019	0.484	0.0818	10.0	1.0	0.238	86.335	246125
JquJ47QkV4J2nzd4	7COnwG00wI52gEzD1IXGxI	38.0	2013	0.14300000000000002	0.438	4.0	1.0	0.0343	140.143	169005
JqvaRxpZ60pmKkwx	09YfILH3QY7POQbhBc7DNv	38.0	1999	0.471	0.866	7.0	1.0	0.265	120.415	142600
JqvoSUVVWMOlVDIf	7vYutw14Ch1Ee1ZmU7gLQ7	44.0	2011	0.362	0.933	2.0	1.0	0.117	173.893	251670
Jr2ofl3gNpnLS7p6	1npGqJYGUwxhVRjjpTaphZ	17.0	2014	0.6	0.765	9.0	0.0	0.211	136.029	303616
JrB3c0BahJTFKamz	3IDNBXyjvz3f3DvywY746q	30.0	2018	0.706	0.287	5.0	0.0	0.162	99.985	208248
JrFwrandt319utS9	6MPh9Li3TZMaIb6WYuzbYO	12.0	2008	0.644	0.912	4.0	1.0	0.807	80.176	242107
JrJS41yYKrSeDwvf	7w0lCrXGoUj5b8DgW5wZlx	50.0	2019	0.778	0.29100000000000004	0.0	1.0	0.353	142.015	189296
