id	genres
FZGGfDw2w0RQ5TUb	pop
FZHqz8DX1B2912od	rap
FZJd4MiCpVOj01fr	pop
FZNJbFomgdGmuvaH	folk
FZODhrTLwWypzJjP	alternative rock,progressive rock,post-hardcore,alternative rock,progressive rock,post-hardcore
FZTJb94YeGsB0Gsc	grunge
FZVeQhnYmYDhRQ0E	indie pop,indie rock
FZXmMRpSgW82k8zn	electronic
FZaMumqoTq6JN0rl	indie rock,rock
FZbZFjImGH1ahCrd	soul,pop
FZcJCU93n8Aw13DG	progressive rock,progressive rock,art rock,rock
FZeK53npkMTadzyS	folk
FZhnQmmIhr7FE7Bw	jazz,soul,blues,vocal jazz,jazz,soul,blues
FZjAzdNNIBLir77a	rap,hip hop,rap
FZk7vaJ8DkoMZewc	rock,emocore,hardcore
FZm25yw27wYFhMFT	pop
FZo7p3R0mwXeaUzs	electronic
FZpHbO5XJ4X5QGJu	rock,alternative rock,funk
FZt2fKnvMiHulH6S	indie rock,folk,indie folk
FZyJ5ztKUQABntqY	rock
Fa3SPLqtv0KiUQZ7	post-hardcore,progressive metal
Fa5SkQSCYuhg5BIs	jazz,swing,jazz,blues,swing
Fa7hpEC89sHMcYOW	pop,latin pop,latin
FaBj2X967mOp5ehq	j-rock,visual kei
FaBs0EsbTkjNxTz7	shoegaze
FaCUZhNWUJRCkgrJ	soul,jazz
FaGAKQfLNEYxbDT9	pop,singer-songwriter,indie pop,ukulele
FaNW4KyaRnOs04DK	punk,rock
FaOauY4FFEAKVfG7	soul
FaQytcXSEQBAVcfU	soul,rhythm and blues,blues
FaVXg0OSju8FxweE	pop
FaXdd6VeoQunOs5I	indie rock,rock
FaY5Uu05xJftTVX6	punk,garage punk
FaZ9ehZ5kni4DXPY	rock,alternative rock
FacA6DcPMPyBbUxg	post-hardcore,emo,progressive rock,alternative rock
FajGBfpLlxQY8PpN	ambient,drone
FakoHKQAGT6gFXP0	rock
FakrMyp5vi9rCHWH	ambient,electronic,experimental,minimal
FamtAOCFLgkEm5X0	soul
FanJsYXeypVMZZDS	eurovision
FanrijROz25KUpWD	funk,soul,disco
FauPOZ554nGevWrp	pop
FavZf6YIS5Q0Zjmd	electronic,techno,ambient
FaxaAi564lXaUrAt	rap,grime
Faxh5uvabd1Tqtz4	stoner rock,hard rock
FazIOZxQqINAZlfv	singer-songwriter,jazz
Fb3KzjIpUhZhFI6x	punk,rock,ska
Fb4ugUoxNfSp3WVh	classic rock,rock,singer-songwriter,pop
Fb5fsrkkN0Zi5w7R	industrial,industrial rock,electronic,rock
Fb5oH6Nxbxk90ph1	pop,indie pop
Fb9qVCa6jhYSnOW3	gothic rock,rock
FbFHW2YggTCd3dep	grunge,rock,alternative rock
FbJ0QBqmwMNC13Bd	pop,soul,singer-songwriter
FbJBmPMcULoepm2B	indie rock,rock,space rock
FbJHxQeXUORgnruL	rock,pop
FbKSLdxxVKKBHBq5	soul,pop,soul
FbRyuij8zTtdFhrj	electronic,techno
FbSZBXJMYsn9THEB	dubstep,electronic,experimental
FbSltNNyNbUNKPFW	new wave
FbThyzgxIl0IDd4k	breakbeat
FbW5QQiixGpdUgi7	rap,phonk
FbW75O6zsz1hWor7	thrash metal
FbXNbhI9KXu458sS	indie pop
FbboTtnNfY9BjS2K	rock,grunge,alternative rock
Fbf1qW8LOtOJmTDu	doom metal,doom metal
FbfjfhszSN5Y6I4o	pop
Fbg3cvVnlLq1Y6fT	jazz
FbgPAr6edODtw92t	folk,singer-songwriter
FbiEBgAaPifvghhD	madchester
FboYhiSI44owC5UI	hard rock,pop,psychedelic rock,stoner rock
FbqU9TSRmzcKdXHl	jazz,jazz guitar
FbqjtZHRCIox81rT	pop
FbsOe9Jc9hOlcMmr	mpb
FbsoBEx5vDFVqtzi	rock
FbuzROLY6VFFJIrX	new wave,synthpop,new wave,synthpop
FbwOZ7hwTe8MRsVm	electronic,britpop,pop
Fc10nhhoP6GaG7W3	pop,pop
Fc1DVHuBQ3acET7J	ambient,electronic,downtempo,new age
Fc44wyQfBXXruvMp	indie rock,indie pop,indie rock,indie pop
Fc4YV5l79Y954zFf	pop
FcEnd3X5iSnYpe3P	shoegaze
FcIqAeWGz7d55mgT	emo,rock
FcJrZ9j0UIpDF8HW	indie rock
FcKkiHjTKwdajiC7	classic rock,southern rock,rock
FcLvBzZbAzSOapRe	grunge,rock,hard rock,alternative rock
FcM7GQ2rSxousYq9	k-pop,pop,korean pop
FcNEslJCUiLJ2hQ7	electronic,indie pop,singer-songwriter
FcNylYk3vbC8T7F8	k-pop
FcPKerIjV6YiqVyi	deep house,house,electronic
FcPnkYJNQlnP7GB3	thrash metal,metal
FcTQGSupK0MAL3bz	electronic,experimental
FcX8oBDKh9IPOkF7	jazz,soul,blues
FcYLgcCc0W8kn2op	rock
FcdZQbq6IOXGaCbe	electronic,electronic
FchaDFOUhK5sSrkQ	alternative rock,grunge,post-grunge
FchoWX2fMK8F7fRm	ambient,contemporary classical,neoclassical
Fcllv64IX4n3lT5C	rap
Fcmr2Wdtho4Sm1Sx	rock,alternative rock
Fcnspw4gTUb6hX2q	alternative metal
FcqFspYFUu2702uC	pop
FcrHLY4GIWJf8AH0	metal,rock,soundtrack
FcseofPblKiHviNs	electronic,pop,remix
Fct6EqUHXXQfhid6	folk
FctCaxgKCNtkKbRc	post-hardcore,rock,punk,emo,alternative rock
FcuTzYrGUD9abP0l	psychedelic rock,stoner rock,hard rock
FcunWXoxBx87aVLy	pop
FcxbPFajzYixL17I	thrash metal,groove metal,metal
FcyoSJaVtkLX8Ydg	progressive rock
Fcz2WoAlAVTXhXvS	soul,disco
Fcz8woTcDxEt2IV6	classic rock,power pop,rock
FczixPSuDXjPaKyt	pop,rap,hip hop
Fd2KoWMCBwCUucTI	indie rock,rock
FdC1E44HnneUtyjZ	pop,soul
FdEVluR2O5SkKSLA	alternative pop
FdEaRmPxtj6GaDDz	alternative rock,rock
FdJgtMaOFRl6uXD9	hardcore,metalcore,metal
FdNzQpYNxiwAi7pD	lo-fi,ambient,indie folk,lo-fi,ambient
FdOPVs4VEcHzBUQz	thrash metal,metal
FdQL8wQy4e6hTRwu	singer-songwriter,folk,rock
FdSotq1efBYZqOfV	pop,soul
FdUVgrMpBCSioNT5	emo,indie rock,alternative rock
FdVg8leeHsf7xukr	latin
FdXh1XM6ADuS8e6M	punk
FdXizREUVluIekHl	hip hop
FdYxzLBEKVdY0sMc	progressive rock,classic rock
FdZ0KMoDOGOsKCJa	metal,metalcore,hard rock,rock
Fdcmxhctn8kMKI7F	ambient,electronic,drone,experimental,ambient,drone,electronic
FdghpYgGWNEPiIHP	rock,singer-songwriter,pop,singer-songwriter,rock
FdlV9QADnS2vD3jE	rock,alternative rock
Fdq977ICp64rZ7ma	pop
FdxAdpztMiahoAmX	electronic,new rave,experimental,electro
FdxGLSW1pIkKA9ie	pop
FdxqCApTHBcl1U4p	rock,alternative rock,grunge
FdyhKd1GuAVdqIAS	dancehall,reggae
FdzHWlwpBzyF0WoK	alternative metal,gothic metal,metal
Fe2tfnMBZ9HDpEPa	electronic
Fe3upMvEXsLvGJYm	pop
Fe79us1o10ZaFNEK	math rock,emo,math rock,emo,indie rock
Fe7HdBFkmXy6i97y	indie pop,experimental,folk,indie rock
Fe7iP3tkivAsQr5a	mpb
FeCAKUxDdrEJqJ1S	pop
FeDcntNEYkYEpac6	electronic
FeFFR2IbmGuzjacL	pop
FeHdszqaPr6cNr1j	latin pop
FeJcoD3GMiU2wXxZ	future garage,electronic,dubstep,future garage
FeJnYU2PkwX3rba6	death metal
FeKN5y617NCD90tE	indie rock,rock
FeMy8Tvg2P2pghrc	viking metal,metal,folk metal,melodic death metal
FePs5WktXU2xG0WI	contemporary classical,classical,minimal
FeRInaEhXdfN0VZv	classical,classical
FeRRRWzsWcYEdB3Z	latin pop,mexican pop,samba
FeSPKOsjaNEIdMI9	classic rock,rock,classic rock,rock,blues
FeU4arGzZJd4Namb	punk,hardcore,pop punk
FeUj8N1X40YgRKIo	pop,pop
FeWT4cWDN1bPnEuY	rock,pop punk,alternative rock
FeWUcagCsi5XPrvx	soul,soul
FeXtqD1mezLvVBgA	gothic metal,metal,doom metal,gothic metal,doom metal,metal
FeaRivwVijmUaGCx	progressive rock,psychedelic rock,space rock
FecFSlHxwodzqErl	classic rock,hard rock,hard rock,classic rock,rock
FehBtlHgetXAjqkw	pop
FeiP0eLG7XetNjpu	pop
FejurLx3miAzKEld	soul,funk
FelqBVmP1JrHl4DV	post-hardcore,emo,screamo
FenS8QOuwwwz3Xvs	new age,ambient
FeogZAHPUx67UZ1K	folk,singer-songwriter,indie pop
FerQgFq3gWqwHb3b	pop
FetXaNvfOal44xd3	electronic
FevDmJw1tDHIvqEP	mathcore,experimental,grindcore
Fey84005wz0eZKI4	contemporary classical,ambient,neoclassical
Ff1E3iZTEAL6kMCr	symphonic metal
Ff2wqh8tZ4f3n96M	jazz,blues,soul,soul,jazz,blues
Ff4d0TmBYJD9fRjT	folk,lo-fi
FfA97YDQrRmZpnSZ	thrash metal,metal
FfAOWFUOWdSn0M08	pop
FfAqYr95yo90L7Cu	pop,batak
FfBMBYNu5ZV3NuEm	bossa nova
FfC1laDERzXHoxJh	soul,nu jazz,math rock,jazz fusion
FfKTnDVfjDFbx9gf	indie rock
FfLKXHUdSs8ZMbbi	singer-songwriter,indie pop
FfLpcBW6zsAym3rq	post-hardcore,emo,emocore,metalcore
FfOmrawf4xtqX2WS	grunge,alternative rock,rock,grunge,alternative rock,rock
FfOtMctv4PZKmEHl	pop
FfP82p5KS3VAltWb	punk,ska punk,ska
FfRjGSg4Ai5yXg4z	emo,math rock,indie rock
FfRlYdFsuf5dccxB	experimental,freak folk,electronic
FfStbUM7F8mPNKlH	post-hardcore
FfVgGYlXYa5inzVU	rock,alternative rock,soft rock
Ffe0UpibXMyeqAhk	rap,hip hop
FfgYF2PJPifTQXJ9	hard rock,rock,classic rock,glam rock
FfjRL3H7tGtWYflR	alternative rock,rock,funk
FfkMJWWkR65JXHIY	punk,rock
FfpXmtDWeFIqlsUz	indie rock,indie pop
FfqLilu59wZRSEUl	chiptune,soundtrack,video game music,soundtrack,chiptune
FfsKA1GDDroIzMoJ	pop,singer-songwriter
Ffv3cWJl8uCzgKgD	metal,nwobhm
FfxOUo6LNgGGCNBP	folk,rock,folk rock
Ffy0GAUibMGkW8cP	ska,rock,pop
Fg26M2ELcMHPwF9n	indie pop,pop,electropop
FgAN5tbkveHF5qDZ	experimental
FgBUfn96cr1Lv5ew	britpop,rock,indie rock
FgCqjHJu4rhCf8aJ	pop
FgDQTwJzxGAAjdvc	indie rock
FgG4vkczWJ0CGQnH	progressive house,house
FgHqtCasfVDbfh20	pop,latin
FgJZBkqaZiirvmJh	rock,garage rock,punk
FgQJ9yc58sRL8FSM	rap
FgTT9HPZlyBFgpjU	emo,lo-fi
FgUHtzsJMua5fRK2	folk
FgVHr6Ute9QT3YP5	indie pop
FgVRx5Fvg0N3uSal	pop punk
FgXSllAYTEKO269U	power metal,metal,power metal,speed metal
FgaVupwjCpxmSHCZ	mpb,blues-rock
FgeJ41SjFD4Xoivt	axe,mpb
FgglYlWMesX5FDdq	soul,pop
Fgj45gbUw9FeIiq0	shoegaze,metal,black metal,post-black metal,depressive black metal,atmospheric black metal
FgjYvSAEqhgPtkKz	rock,alternative rock,funk rock,funk
FgkmcLwMyrmJjmD9	melodic death metal
FglcxNXJBpDhkgFi	indie rock,lo-fi,rock
FgmTxFsovstYkqjt	death metal,metal,technical death metal
Fgp8MXQnFYQWI4uJ	pop,indie pop
FgrARDURDDmwl5nT	soft rock
FgrIUp1FKygotpRA	rap,drill
FgrR1JNIxivl8gcV	noise rock,experimental,lo-fi
Fgt1uHBi76tPVw3F	indie rock
Fgvn1IOPr4YvltsW	pop
FgziuN6jnZzFy78s	funk rock,rock,alternative rock,funk
Fh0Ym1ZYnXLBOVm7	country,pop
Fh2dhvTjI7yteEmA	synthpop,pop,new wave,post-punk
Fh63msEpXEl07F04	cumbia,latin
Fh6DwwjYfJEznCgn	folk,singer-songwriter,rock
Fh8GQ4WbMf6yQ3BU	metal,power metal,j-pop
FhCFY3ZEjwxDcUlX	soft rock,pop
FhG1z1oOGeize5ny	pop,eurodance
FhIb1YnuE0NU6Noq	pop,indie pop
FhJ66RmapG7TuM9K	lo-fi
FhLKuCnx79fSCW6T	garage rock,punk,power pop,rock
FhOjniAlLwwGp2wc	singer-songwriter
FhPSgVRmo1OlJxra	shoegaze,dream pop
FhQ4EZ9Ha6HupTbC	pop,rap
FhU52PU8kS2N9kHS	indie rock,indie pop
FhU5jMBM9rkruESy	electronic,downtempo
FhWQ8OdGB8tPMBXc	melodic hardcore,punk,hardcore,rock
FhYXTpZpVLGD7yWV	dream pop,indie rock,chamber pop,dream pop,indie rock
FhZU4S7PRkWOm0BB	dubstep,drum and bass,breakbeat,electronic
FhcwEqAhYLYX9D7z	indie rock,rock,indie rock
FhdOtdqFgnkQY6kH	lo-fi
FhfnDYLbblZyfJdO	pop,pop,electronic
Fhi33tDsbD1Ad0LR	new wave
Fhks6ZPQacjcid6p	indie pop
FhqidprAFQuWLsdr	pop,soundtrack
FhrTz2in9wjDC9eH	hard rock
FhvdEyID2MHql1ZH	pop
FhwOmnYPcqxvJemy	britpop,rock
Fi0paldkmevuUFUj	neofolk,poetry
Fi1dbrP4Eof07H8Q	rock,glam rock
Fi5upOOyiHZE4TtD	folk,indie pop,chamber pop
Fi8MiYkaEYkougUe	pop
Fi8zHSLIVTgFfLjh	soul,funk
Fi9eWmU3mv0EcP3P	pop,electronic
FiB9d79lqJcliI5V	chamber pop,electronic,chamber pop,electronic
FiEcBDfqzRbmxnjG	post-rock,ambient
FiEgkykn6tnhBUNE	cumbia
FiErMUVPkI82u2Yq	pop,alternative rock
FiHPWymW3SpNwvj0	post-rock,lo-fi,indie rock
FiIQUURVYRoGbfLJ	latin pop
FiPvVdMpqxNqV6u1	rock
FiQTQIXOok3rOXMq	depressive black metal,dark ambient,atmospheric black metal,black metal,ambient
FiRWzyl1NPKbo2fz	electronic,electroclash,electro,electropop,electronica
FiRcRRWZYfVpT2NQ	new wave,indie pop
FiS28wYeh5qaO80A	soft rock,hard rock,rock,classic rock
FiXIOm6C8woWhma4	dream pop,chamber pop,art pop
FiZqYZWpv66fzLdH	mpb,pop
FibyOt3nDGKmLlnb	stoner rock,rock
FidvFpaZ0XVeMZEy	gothic metal,symphonic metal,metal
FikhDLFp1d5T3KiE	hard rock,rock,classic rock
FimFzBEFDTlKIw36	indie rock,rock,indie pop,alternative rock
FimYBEtF99Hvqmdv	emo,math rock,indie rock
FipNBIzXJqIqYzqE	hardcore,metalcore,mathcore
FipQK6nPYIQH4d86	pop,mpb
FipfdKTiPkIugYMy	hard rock,rock,classic rock
Fipfuc74jlx8D6dM	classic rock,rock,psychedelic rock,blues
Fir057ytTOO8eaUR	folk
Fir0UlRxdcN4N5t3	alternative rock,space rock,pop punk
Fiu6muzLY9Ed2yKk	pop
Fiv6EKXxP4TPlsRC	singer-songwriter
FiyF8fha20H8JZER	pop,electronic,teen pop
Fj1rei4AWoX3FRPu	electronic,indie rock,indietronica
Fj1tpkFaiNNyv5n6	rock,classic rock,progressive rock,pop
Fj51vZAN9HKou2b5	electronic,indietronica,indie pop,experimental
Fj7jquXDkms9basN	rock,mpb,rock,brazilian rock
Fj97tChrWF2pndHY	pop,pop rock,rock
FjD6mSjbAgcKO5DD	power metal
FjJYKG8NlGRufn7N	psychedelic rock
FjMuOCm2Dl1qpHIe	rock,rock en espanol
FjMvzDIgE2m3X9r1	folk
FjP5R9VpgzhPZOV7	soundtrack,ambient,jazz
FjPXBUQAkgfx51e0	deathgrind,grindcore
FjSZRm8Bc7iGch2M	hip hop,rap
FjUy6trJ89GGwuYF	experimental,electro,avant-garde,avant-garde,experimental,disco
FjWekaMqZxDyiDKl	rock,pop
FjeuWNDVUsEwn8hw	rap,experimental,rap
FjevBJEzBD0rKFAX	electronic,dance-punk,electro
Fjh9GMV5kJykfrC6	rap rock
FjjcdryKhwFZsmBl	industrial,alternative rock,electronic
FjlX7rjHiuUFzVEO	electronic,trance,house,electronic
Fjnn8Jb5FnDwWzKO	pop,electronic,indie pop,electronica
FjozcAfWS5sI2hgi	folk,singer-songwriter,electronic
Fjpca9fh221ezGUc	indie pop
FjpuaUU3m7bP27e8	pop
FjrDQ9AfAN7FgrQv	lo-fi,beats
FjrSSBzL3zlKDIHU	soundtrack,electronic
Fjrsd25XiebcWD62	singer-songwriter,alternative rock,rock,indie rock,soundtrack
FjzUZ0A1jPVsqWi2	future house
Fk0P6iWEpmnPMAom	soul,soul,jazz
Fk0w538fuUa661Hb	rock
Fk1AOlb7xzZbr594	synthpop,electropop,indie pop
Fk1xz8S3TPw4lLsk	hardcore,metal
Fk3izSw24U4N2HtJ	disco,funk,soul
FkAw3Lhw6fBUwpJN	lounge,rock,rock en espanol
FkCafUgWJobv5Anv	indie rock,post-punk
FkFHxsRXAeBCy9vL	grunge,rock,alternative rock
FkG0gtf5YEVv9KNy	ebm,industrial,electro-industrial
FkMdWcjWVa0R2j1W	indie rock,rock
FkNUrnzEBYbM3llU	bossa nova,mpb
FkOtucc6lK8wh7QM	soundtrack,halloween
FkPwIMwNaEBbz0Ry	post-hardcore,metalcore,electronic
FkQu8S4uApvVNqvI	metalcore,screamo,post-hardcore,hardcore
FkUpPnhNCSoXzHmc	post-hardcore
FkYKfUADYhNwYpxU	electronic
FkZLYDfhHwgvd6Qx	pop
FkZk1Y3dJ7mWZULW	indie rock,rock
FkislvzVISk4IIBN	soul,rock,pop
FkjugP1cyNebJ2yr	classic rock,rock,classic rock,rock
FklVlvtcBhUBps7D	indie pop
FklezKgWi6GHZ8rL	soul
FkmToVuE3etNXOIN	death metal,black metal,metal
FkmcsNneloxEg2xJ	pop
FknoMPA5gU2LnSxt	math rock,experimental,post-hardcore,progressive rock
Fkt97GN29WRfyAeg	jazz,j-pop,jazz fusion,jazz
FkuSIubpwgHky5cW	post-hardcore
FkwJvbLSbC6CAhhV	progressive deathcore,experimental
FkwRZhtBOZzttqgH	industrial,soundtrack
FkyORi6m1yvhT8E5	indie rock,indie rock
Fl1JjhmCDluYJnsY	shoegaze,dream pop,indie pop
Fl1hRfRoejLxVyYS	soul
Fl35YAVfUoOCh4lS	indie rock
FlCaCda8zaHhrn1q	indie pop,indie rock
FlDSMDaoMyo7wD9P	indie rock,alternative rock,rock,southern rock
FlFJ4NHtt5GMO9ls	britpop,rock,indie rock
FlJpCCstsBNGEAy2	electronic,minimal,electro,house
FlOumYVCjHESBOBk	post-punk
FlP2ahkb0gKiC5jy	mpb,folk
FlPF64JwVEQQwH2A	house,electronic,electro
FlQNnjWyiD3lXG4g	hip hop,alternative hip hop,irish hip hop
FlS1abVEIFew6oM7	techno,electronic
FlSj9MwXlNzHxRFF	pagode,samba
FlTP5CKF71UAlbWl	melodic death metal,death metal,metal,gothenburg metal
FlUxww2zGqr0pIvc	country
FlYDAvUBApALEV1T	rap,hip hop
FlbmpY7RaHLwk5FB	soundtrack
FldezZSLaa48MWej	lo-fi,pop
FlfVatXmw252jsB0	punk
FliM4q3u88iFvmzK	pop,electronic
FlqH0iXIsT8jtorw	thrash metal,metal,speed metal
FlqkdRguIes4sNeh	indie pop,indie rock
FlqsvO6HiCp3cvtY	eurovision
Flt4skdKeg0BbSst	latin,pop,latin pop,pop,latin
FlvJY6H8AessSdOP	indie pop
FlwUlvSsf2OewRjp	indie rock,alternative rock
Flx68wu53leGT93t	progressive rock,rock,hard rock
FlytURsqbrPIi5hX	jazz,free jazz,avant-garde jazz
Fm1BKsouvp0Hl5po	experimental,lo-fi
Fm4b5cVhIkNgP8ut	doom metal,death metal,doom metal,death metal
Fm5KyNl82p5paCJp	rumba,latin,flamenco
Fm6nRqG1LwlDLyi7	black metal,melodic black metal
Fm8MoX0Cb3r5iq1K	soul,pop,electronic
Fm99RoCvYyvVM6gS	pop punk
FmG9jBMt2GLWRsAq	pop
FmIidrgNydMlZZqR	funk
FmJZMcsLZeFtkIjH	rock,alternative rock,hard rock
FmJs5baT0vZs41d8	pop,k-pop
FmLMHsTXl4Yd4zyd	rap,hip hop
FmNfreFufT399tLb	beats
FmQBKwnlZKun5AIf	folk,singer-songwriter,lo-fi,indie rock
FmQh5RVcKV0haoJN	ambient,electronic
FmRnalqddOW1ILWD	rock,indie rock
FmS3DLHtr4X9DZbI	rock,britpop,alternative rock
FmS9V7HsZfkMcNzC	progressive rock,classic rock
FmSnKN9vt8gz8mLk	grunge,alternative rock,post-grunge,rock
FmTcz15bXzJlUqvH	singer-songwriter,folk
FmTtERBEUpjiqAhh	nu metal,metal,alternative metal
FmTypFCzhh31aKur	rap,comedy,hip hop
FmWaMz4fypa9iLUL	rap
FmZSjyXzfKA8zvdv	emo,post-hardcore,melodic hardcore,alternative rock
Fmb6SzdmOhlUsOBT	indie rock,new rave,progressive rock
FmbDcV0OTy3SrJHy	soul,pop,pop,soul
FmbyaB55QNAdg1L4	electronic,hip hop,dancehall
Fmc8wMGETqFNJnop	singer-songwriter
Fmcokil0C06HOb83	electronic
Fmee1lN2yst7Qy0r	pop,singer-songwriter
FmigrPAAS6YTiUhM	pop punk,rock
FmjWgBrX9WnWXAzt	pop
FmjkXvA1Apq9SfcD	symphonic metal,gothic metal,gothic rock
FmlyY49NsWk4yAcu	classic rock,rock,southern rock
FmlytXDUbMOqtXGJ	rock,alternative rock,funk rock
FmmP2Qj3B3vuswlA	groove metal,metal,thrash metal,thrash metal,death metal,metal
FmmXrsMEXiXhHR58	pop,rock
FmnumrTN90azgJGA	dub techno,electro dub,techno,electronic
FmqIxJwbSvAReprE	soul,soul
FmxaBzjucVX0yCOB	pop,electropop
FmxgGmAVeAfaeWLl	pop,synthpop,electronic
FmyR41S6tiJeXS5i	post-punk
Fn1bj8DEQqTBWmOh	blues,rock
Fn6tBYpXpjRyP0Ui	blues
FnAn7awXWaAaUluk	electronica
FnB2RXrDqOId9DGa	grunge,alternative rock,rock
FnEBan6F8xOFzjKK	mathcore,post-hardcore,metalcore,metal
FnMFw73gq0BsSn82	electronic,electropop,indie rock
FnMXZVE2yQj6lrZu	industrial,industrial rock,electronic
FnQrVYOErl5F9m3A	pop punk,alternative rock
FnRDKEoaLefEzqxX	rock,alternative rock
FnSd6VwovjIXd7ja	indie rock,post-punk,rock
FnW2EWgkfSv4iBbe	latin pop
FnYFUseA89lFgEus	pop
FnaJDe9KV0tv0N6e	metalcore,metal,hardcore
FnhjWSNcd3cTaZZi	rock,alternative rock
FniHwyXmByDThMob	soul
FnjWxnvGdeb7ulON	art pop,synthpop,melodic death metal,screamo,indie pop,pop
FnjghxysrfGKLly4	electronic,experimental
Fnkz3r67bMwIevwZ	downtempo,beats
FnoI6q9pbfECCJ1M	country
FnuceIYzKfxIyO7g	post-hardcore,rock,alternative rock,hardcore,post-hardcore,alternative rock,rock
FnvBIKQbBzybnpr1	melodic hardcore
FnyY6hak8vfnFjgQ	singer-songwriter,singer-songwriter
Fnyn8dlSVzZYpcmP	rock,punk
FnzXoc3JatQfAk5e	pop,electropop,girl group
Fo2psztVcL2WDMvL	jazz,soul,blues
Fo3Ytesai5pxuYJ9	pop,soul
Fo4ziyD7myKaRszX	death metal,technical death metal,metal,brutal death metal
Fo5Ogcd2jYzASpj2	electronic,hip hop,experimental,singer-songwriter
Fo6wb4wctpJWHbmc	hard rock,classic rock
Fo8ykwcNYPPWpXUa	folk
FoEFNDHbexKFehZb	rock
FoLbRMjZWTrRfsNQ	electronic
FoMclyWmdIH3sZRa	punk
FoQKnaID4GqaZNSH	electronica
FoVuquqMIEqOAAoJ	classic rock,rock,hard rock,classic rock,rock,hard rock
FoYNYUbyXpoD7TRK	black metal,industrial metal
FoYPkJngmXCQhmAo	post-rock,electronic
FobdW578s5E0J8Fm	pop
FoedbmxCy2P79DfD	folk,indie rock
FoenRGxt8ED5UDj8	electro,electronic
FoexuF1hO6KdUaxL	indietronica,electronic,progressive rock
FogHHivXdKrU15yJ	hardcore,punk
FojbEf6ALTTVOQ5e	pop,pop rock,disney
FooT24vyHv5hTET1	rap,hip hop
FopE4XwjDqnahglJ	punk,rock,lo-fi
FosK1rkBi1LQncXw	chillwave,electronic
Fp1Kk6b2lfl0SuSi	progressive metal,death metal,melodic death metal
Fp60052YOYBBeaTO	post-hardcore,electronic,alternative metal,metalcore,trancecore
Fp6EP1jqXVwFHJBk	dream pop,post-punk
Fp7dZXHOYV9973lr	ambient,contemporary classical,classical
Fp8kuXTzgFla4RNm	lounge
FpBzB0z5oqR3RItU	pop
FpC9IRUhtJNKfRQY	thrash metal,metal,german thrash metal
FpHWHA47A7xeo2Ry	pop punk,punk,rock,emo
FpJqBqS8PhqARp3V	folk,singer-songwriter
FpL069HvKghwdE6U	rock
FpLmL8nOOi7dGvMw	electronic,house,minimal
FpNjZI1uboeMlSVa	soundtrack,soul
FpSHrgYPnwJvVuZE	electronic
FpYLiDDV02zqRQmx	indie rock,alternative rock,indie rock
FpZcpER4fHH06CIG	punk,rock
FpawxeIwOhoFFwvU	rock
Fpc1IxR0hPpXgfIz	indie rock
FpeANMZ2spgHXv6t	doom metal,death metal,metal
Fplp4PVt8dGBduQW	shoegaze,dream pop
Fpqdi4CDa5Q0Odrz	indie rock
FprMIduSmiHKBmCb	anthem,classical,choral
FpsUE5iF0TE6Ny0M	rap
FpsvT5Oi1BwvRHEs	post-punk,dark wave,new wave,electronic
Fpu1jSWaH45YYNit	latin,merengue,dancehall,merengue,latin
FpvVFUDM3OqlZcep	post-punk,new wave
FpwlbVDKz6H7WLgt	progressive rock
FpzEz2hHUU53zMIS	singer-songwriter,rock
Fq0GmFCQ6rH8fhGw	indie pop
Fq0HYcadYXdSa0nu	rap,hip hop
Fq1qvmAe96PYJiSM	ambient
Fq5MuU8kqrhDf8SM	classic rock,hard rock,rock
Fq6893EVCjO2JGfu	soul,motown,funk
Fq6cR1z6QBSxUrm3	indie rock,rock,indie rock
Fq7Hqe4Veg49DruU	rock,pop
FqFe65Yqy093PHdD	northern soul,pop
FqKtcOyEhk156Wjt	shoegaze,drone
FqNQeQ0oW86J7mXn	lo-fi,indie pop
FqOevBjJEpkaP6Uf	pop,rock
FqQCNzPDAGmXaCSN	rock,hard rock,nu metal,alternative rock
FqWb59simoDvTi01	indie pop
FqakRPB8790MWjkm	mpb,bossa nova
FqbHovLSH4T2rrEq	psychedelic rock,stoner rock,doom metal
FqbvnvFxD5puhqKm	rock,indie rock
Fqgsknpaio4BQ5Rr	afrobeat
FqidOWsHDBdZfpdv	hip hop,rap,hip hop
Fqk1FWc8yz7449OI	noise pop
Fqk6k6Mmi40DfyvT	singer-songwriter,folk
FqkFeo8RYkT5IjQ1	samba
FqkITQhBiAbZSH2g	mpb,bossa nova
FqkVkLcTLEr8YKDd	rap
FqlYcgTpnGgXrR00	rock,pop rock
Fqm3IzD9nzAZdYfg	classical
FqoLwE9pXVu1kSb6	shoegaze
FqpW85CaBLDDoXh7	black metal,metal
Fqshj3MSNtIkzEVH	reggae
Fqu7bJouZILXYIUH	alternative rock,rock,hard rock,alternative rock,rock,hard rock
FqvC9Ojrk3XSCYgB	electronic
FqwzM4ZMmE9BG3Zg	rap,hip hop
Fqy7fclU16oCtx0x	metal,rock,gothic metal,alternative metal
Fr1lYeDsQ5zMt3kl	k-pop
Fr2vROHZoemsMTN1	synthpop,pop,electropop
Fr5mBg1MGH0VWF2g	contemporary classical,neoclassical
Fr7Aq111wkIM8Hsj	rock,alternative rock
FrBItzqHjTU0YKUi	nu metal,alternative metal
FrBxNiIOJ3t1XHBM	soundtrack
FrI84HxaDSHxi58E	electronic,experimental
